STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACSH,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDFG,WESD,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/30/1992,70,80,15.43,1541,0,0,0,,84,65,817,225,,28.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/1/1992,50,60,10.51,2142,0,0,0,,75,65,883,360,,28.9,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/2/1992,10,10,10.51,1544,0,0,0,,68,56,913,135,,20.8,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/3/1992,70,80,10.07,1519,0.04,0,0,,66,55,265,90,,18.3,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/4/1992,100,100,10.29,630,0.27,0,0,,62,56,0,135,,21.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/5/1992,90,90,8.95,1812,0,0,0,,73,57,318,180,,25.3,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/6/1992,70,90,8.28,2213,0.23,0,0,,74,59,480,270,,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/7/1992,30,30,9.17,1807,0,0,0,,78,58,673,315,,18.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/8/1992,60,50,10.29,2128,0,0,0,,80,64,600,225,,25.3,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/9/1992,70,60,15.43,1829,0.47,0,0,,87,64,508,270,,36.7,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/10/1992,50,50,13.87,1115,0,0,0,,85,69,865,270,,30,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/11/1992,50,60,10.29,1758,0.18,0,0,,86,64,654,270,,25.3,1,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/12/1992,80,80,10.96,1746,0,0,0,,84,66,546,225,,28.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/13/1992,70,70,15.66,928,0,0,0,,87,65,614,270,,36.7,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/14/1992,90,100,11.18,1848,0.2,0,0,,80,62,96,315,,34.4,,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/15/1992,100,100,7.16,1204,0.4,0,0,,67,58,52,90,,12.8,,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/16/1992,50,40,8.5,1116,0.01,0,0,,67,58,596,90,,20.8,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/17/1992,70,50,10.96,1505,0,0,0,,72,59,615,90,,23,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/18/1992,70,60,10.74,627,0.01,0,0,,89,64,526,270,,21.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/19/1992,60,60,9.17,2007,0,0,0,,83,65,689,360,,26.4,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/20/1992,20,20,9.84,2121,0,0,0,,87,63,730,225,,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/21/1992,80,90,10.51,1648,0,0,0,,85,70,279,270,,20.8,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/22/1992,80,60,10.96,1030,0,0,0,,71,61,878,90,,17.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/23/1992,100,100,9.4,1950,0.37,0,0,,67,54,10,45,,20.8,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/24/1992,50,50,7.61,2012,0,0,0,,74,55,839,180,,13.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/25/1992,20,30,10.29,1513,0,0,0,,77,60,882,135,,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/26/1992,80,90,11.41,1315,0,0,0,,80,60,377,225,,23,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/27/1992,80,80,10.29,41,0,0,0,,76,64,249,180,,21.9,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/28/1992,20,20,12.3,1513,0,0,0,,80,63,682,315,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/29/1992,30,20,13.87,1326,0.05,0,0,,86,63,678,270,,27.5,,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/30/1992,50,50,10.74,138,0,0,0,,81,67,577,270,,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/31/1992,80,90,10.29,2019,0.43,0,0,,73,61,182,180,,28.9,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/1/1992,60,70,15.21,1307,0.03,0,0,,76,65,442,270,,39.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/2/1992,20,10,12.3,1744,0,0,0,,85,60,862,225,,26.4,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/3/1992,50,40,14.09,1433,0,0,0,,84,65,665,180,,27.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/4/1992,90,90,11.63,1640,0.01,0,0,,82,60,522,180,,27.5,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/5/1992,50,50,15.66,1713,0,0,0,,80,62,811,270,,27.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/6/1992,10,0,9.62,613,0,0,0,,84,62,851,270,,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/7/1992,30,30,9.4,1543,0,0,0,,82,61,777,135,,19.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/8/1992,70,80,9.84,1547,0,0,0,,78,60,725,90,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/9/1992,100,100,8.72,1658,0.83,0,0,,70,61,4,90,,21.9,1,1,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/10/1992,60,80,8.28,2302,0,0,0,,74,63,302,225,,18.3,1,1,,,,,,1,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/11/1992,60,50,13.42,2154,0.45,0,0,,91,68,545,315,,27.5,1,,1,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/12/1992,60,60,9.4,707,0,0,0,,73,61,625,315,,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/13/1992,100,100,9.62,1343,0,0,0,,71,59,295,90,,18.3,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/14/1992,100,90,7.61,1008,0.31,0,0,,66,59,411,45,,16.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/15/1992,100,100,11.63,1652,0.2,0,0,,65,58,68,45,,28.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/16/1992,100,100,11.86,340,0.88,0,0,,61,59,0,45,,25.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/17/1992,100,100,6.49,1223,0.39,0,0,,63,59,0,90,,10.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/18/1992,90,100,6.71,453,1.14,0,0,,69,62,0,45,,16.1,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/19/1992,70,50,10.96,1703,0.01,0,0,,82,63,471,315,,26.4,1,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/20/1992,20,20,12.3,1449,0,0,0,,75,60,668,315,,27.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/21/1992,0,0,11.86,848,0,0,0,,80,57,817,315,,26.4,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/22/1992,10,20,8.05,604,0,0,0,,81,61,815,315,,15,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/23/1992,30,10,9.84,1857,0,0,0,,76,67,741,180,,18.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/24/1992,30,10,12.97,1104,0,0,0,,85,65,810,225,,24.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/25/1992,10,10,8.05,1524,0,0,0,,89,66,799,90,,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/26/1992,40,40,7.61,1550,0,0,0,,80,71,774,90,,18.3,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/27/1992,70,60,9.84,2202,0,0,0,,86,71,490,225,,19.5,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/28/1992,90,80,12.08,2017,0,0,0,,85,71,198,180,,23,1,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/29/1992,60,50,18.79,244,0,0,0,,82,65,544,180,,39.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/30/1992,30,10,17.9,1750,0,0,0,,81,59,783,225,,39.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,8/31/1992,50,50,17.22,2012,0,0,0,,81,64,641,270,,34.4,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/1/1992,20,30,14.09,1048,0,0,0,,73,58,655,315,,31.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/2/1992,20,30,10.29,1503,0,0,0,,74,53,785,225,,19.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/3/1992,90,100,8.5,1116,0.89,0,0,,62,55,0,180,,25.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/4/1992,60,50,9.4,100,0,0,0,,65,55,488,315,,20.8,1,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/5/1992,70,60,7.61,1724,0,0,0,,70,56,627,135,,15,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/6/1992,100,100,7.83,1643,0,0,0,,67,57,276,90,,20.8,1,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/7/1992,100,100,6.04,1950,0,0,0,,70,57,191,180,,13.9,1,1,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/8/1992,80,90,10.51,2044,0.24,0,0,,78,65,162,180,,25.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/9/1992,80,80,11.18,1456,0.02,0,0,,85,69,348,225,,25.3,1,,1,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/10/1992,60,50,16.11,1108,0,0,0,,84,70,488,225,,32.2,1,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/11/1992,90,90,9.17,14,0.48,0,0,,77,62,183,225,,34.4,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/12/1992,30,30,10.29,24,0,0,0,,64,53,584,315,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/13/1992,10,20,8.28,1657,0,0,0,,64,51,755,135,,13.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/14/1992,30,40,9.62,1530,0,0,0,,75,53,732,180,,18.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/15/1992,50,60,12.08,1959,0,0,0,,78,54,743,225,,28.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/16/1992,50,60,9.17,1647,0,0,0,,84,62,578,270,,18.3,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/17/1992,40,40,11.63,1551,0,0,0,,85,66,669,225,,23,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/18/1992,80,80,10.96,1726,0,0,0,,84,69,619,225,,23,,,,,,,,1,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/19/1992,80,100,12.75,727,0.13,0,0,,74,57,409,315,,28.9,,,,,,,,1,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/20/1992,0,10,8.95,924,0,0,0,,65,51,734,90,,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/21/1992,70,70,8.72,1728,0,0,0,,76,53,730,180,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/22/1992,100,100,12.3,2227,0.17,0,0,,84,59,219,360,,34.4,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/23/1992,40,30,14.99,1013,0.31,0,0,,66,47,569,315,,31.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/24/1992,10,30,13.87,957,0,0,0,,55,42,542,45,,27.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/25/1992,70,90,12.53,1127,0,0,0,,60,44,415,90,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/26/1992,100,100,13.2,1149,1.22,0,0,,61,57,0,45,,30,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/27/1992,100,100,11.41,1227,0,0,0,,77,59,251,225,,24.2,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/28/1992,90,90,11.41,1234,0,0,0,,75,61,355,270,,20.8,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/29/1992,40,40,15.88,1520,0,0,0,,66,47,494,315,,34.4,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,9/30/1992,50,70,13.2,1841,0,0,0,,53,39,301,360,,36.7,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/1/1992,20,30,12.97,1026,0,0,0,,53,36,644,360,,34.4,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/2/1992,30,30,14.09,1136,0,0,0,,71,40,689,270,,35.6,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/3/1992,60,60,14.99,1505,0,0,0,,78,58,659,270,,31.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/4/1992,50,30,11.41,302,0,0,0,,71,48,672,360,,25.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/5/1992,20,10,13.87,1108,0,0,0,,53,40,659,360,,27.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/6/1992,0,0,10.07,322,0,0,0,,54,39,682,315,,18.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/7/1992,0,0,8.05,1717,0,0,0,,72,46,687,270,,19.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/8/1992,0,0,7.61,2153,0,0,0,,61,47,684,225,,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/9/1992,80,100,9.62,2258,0.08,0,0,,70,50,254,180,,24.2,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/10/1992,100,90,10.07,332,0.55,0,0,,73,60,273,180,,31.1,1,1,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/11/1992,100,100,5.82,107,0.02,0,0,,62,56,0,360,,13.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/12/1992,50,50,11.63,1559,0.39,0,0,,66,53,468,270,,27.5,1,1,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/13/1992,60,80,11.63,932,0,0,0,,63,48,554,270,,25.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/14/1992,80,90,10.07,1151,0,0,0,,59,46,377,270,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/15/1992,90,90,8.72,2103,0.01,0,0,,62,52,207,360,,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/16/1992,100,100,10.74,2223,0.01,0,0,,65,51,0,225,,26.4,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/17/1992,60,90,16.55,49,0.04,0,0,,65,43,634,315,,41.4,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/18/1992,80,90,8.5,122,0,0,0,,50,38,509,315,,20.8,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/19/1992,90,100,12.08,1242,0.09,0,0,,49,40,5,360,,23,,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/20/1992,70,50,9.62,1638,0,0,0,,51,38,289,135,,20.8,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/21/1992,90,100,7.61,2257,0.1,0,0,,50,45,2,315,,16.1,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/22/1992,60,60,11.18,1019,0,0,0,,52,40,300,360,,20.8,1,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/23/1992,30,0,11.18,2116,0,0,0,,62,43,640,225,,24.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/24/1992,80,100,13.42,1207,0.11,0,0,,66,47,266,225,,28.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/25/1992,100,100,16.78,1645,0.18,0,0,,54,41,0,315,,32.2,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/26/1992,60,20,18.12,956,0,0,0,,55,40,371,315,,33.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/27/1992,20,30,12.75,1202,0,0,0,,55,41,580,315,,28.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/28/1992,10,10,8.5,1158,0,0,0,,58,36,589,270,,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/29/1992,70,80,6.71,1143,0,0,0,,60,43,169,225,,21.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/30/1992,100,100,8.95,842,0.01,0,0,,56,45,26,315,,24.2,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,10/31/1992,90,100,11.63,1019,0.03,0,0,,49,35,0,45,,26.4,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/1/1992,40,40,11.41,1519,0,0,0,,45,33,490,360,,24.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/2/1992,70,90,9.84,2041,0,0,0,,43,30,367,90,,16.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/3/1992,100,100,13.42,946,0.72,0,0,,49,41,0,135,,30,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/4/1992,100,100,9.17,2126,0.02,0,0,,55,46,0,225,,23,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/5/1992,100,100,9.4,738,0.2,0,0,,58,43,30,315,,23,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/6/1992,50,60,12.75,1237,0.06,0,0,,51,38,357,315,,25.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/7/1992,70,80,10.96,818,0,0,0,,44,32,212,360,,23,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/8/1992,70,90,13.2,2026,0,0,0,,40,27,169,315,,20.8,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/9/1992,10,0,8.5,149,0,0,0,,40,25,577,315,,18.3,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/10/1992,20,10,8.5,1828,0,0,0,,43,26,598,135,,17.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/11/1992,100,100,14.54,1215,0.06,0,0,,55,38,13,270,,39.1,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/12/1992,100,100,9.17,2258,0,0,0,,59,45,0,180,,28.9,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/13/1992,50,60,19.91,408,0.31,0,0,,64,42,394,180,,52.8,1,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/14/1992,20,0,11.86,724,0,0,0,,47,37,588,270,,24.2,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/15/1992,80,90,6.71,1847,0,0,0,,48,34,225,315,,23,,,,,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/16/1992,20,0,11.86,947,0,0,0,,41,30,584,315,,28.9,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/17/1992,100,100,8.05,2332,0.12,0,0,,39,34,0,315,,13.9,1,,,,,,,,,,,,,,1,,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/18/1992,90,100,11.41,417,0.08,0.6,0,,35,31,40,360,,19.5,1,,,1,,,,,,,,,,,,,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/19/1992,70,60,10.07,1933,0,0,0,,40,29,424,360,,19.5,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/20/1992,0,0,8.95,1915,0,0,0,,40,26,577,180,,16.1,,,,,,,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/21/1992,80,80,13.65,2344,0.04,0,0,,59,34,279,225,,35.6,,,,,,,,,,,,,,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/22/1992,100,100,10.51,123,0.54,0,0,,61,53,0,225,,28.9,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/23/1992,100,100,11.41,1626,3.31,0,0,,63,41,0,360,,23,1,,1,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/24/1992,100,100,13.2,324,0.14,0,0,,45,40,0,360,,25.3,1,,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/25/1992,100,100,7.83,524,0.11,0,0,,46,43,0,90,,18.3,1,1,,,,,,,,,,,1,,1,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,11/26/1992,100,100,5.59,1857,0.43,0,0,,58,45,0,225,,19.5,1,1,,,,,,,,,,,1,,1,,,,,
