,Crash Number,Crash Date,Crash Severity,Ambient Light
8518,2667323,11/11/2010,Non-fatal injury,Dark - lighted roadway
8519,2667329,11/13/2010,Non-fatal injury,Dusk
8520,2667430,11/12/2010,Not Reported,Daylight
8521,2667432,11/12/2010,Non-fatal injury,Daylight
8522,2667434,11/15/2010,Non-fatal injury,Daylight
8523,2667437,11/16/2010,Property damage only (none injured),Dark - lighted roadway
8524,2667439,11/16/2010,Non-fatal injury,Dark - lighted roadway
8525,2667441,11/13/2010,Non-fatal injury,Dark - lighted roadway
8526,2667444,11/16/2010,Not Reported,Daylight
8527,2667446,11/14/2010,Property damage only (none injured),Not reported
8528,2667449,11/19/2010,Property damage only (none injured),Daylight
8529,2667450,11/24/2010,Property damage only (none injured),Daylight
8530,2667452,11/24/2010,Non-fatal injury,Daylight
8531,2667456,11/24/2010,Not Reported,Daylight
8532,2667900,11/23/2010,Property damage only (none injured),Daylight
8533,2669105,11/22/2010,Non-fatal injury,Dark - roadway not lighted
8534,2669761,12/3/2010,Property damage only (none injured),Daylight
8535,2670204,12/9/2010,Non-fatal injury,Daylight
8536,2670205,12/11/2010,Non-fatal injury,Dark - lighted roadway
8537,2670207,12/12/2010,Property damage only (none injured),Dark - lighted roadway
8538,2670208,12/12/2010,Non-fatal injury,Dark - lighted roadway
8539,2671299,12/4/2010,Property damage only (none injured),Dark - unknown roadway lighting
8540,2672576,12/11/2010,Non-fatal injury,Dark - lighted roadway
8541,2672578,12/11/2010,Unknown,Daylight
8542,2672579,12/3/2010,Property damage only (none injured),Dark - lighted roadway
8543,2672580,12/13/2010,Non-fatal injury,Not reported
8544,2672606,12/12/2010,Property damage only (none injured),Daylight
8545,2672607,12/12/2010,Property damage only (none injured),Not reported
8546,2672609,12/8/2010,Not Reported,Daylight
8547,2672614,11/26/2010,Property damage only (none injured),Dark - lighted roadway
8548,2672618,11/29/2010,Property damage only (none injured),Dusk
8549,2672763,12/11/2010,Not Reported,Daylight
8550,2672766,12/11/2010,Non-fatal injury,Dark - lighted roadway
8551,2673090,12/10/2010,Property damage only (none injured),Dark - lighted roadway
8552,2673091,12/2/2010,Not Reported,Not reported
8553,2673704,12/15/2010,Property damage only (none injured),Dark - lighted roadway
8554,2673705,12/20/2010,Property damage only (none injured),Daylight
8555,2673707,12/20/2010,Property damage only (none injured),Daylight
8556,2674603,12/18/2010,Non-fatal injury,Daylight
8557,2674604,12/17/2010,Non-fatal injury,Daylight
8558,2674605,12/11/2010,Non-fatal injury,Dark - lighted roadway
8559,2674607,12/18/2010,Non-fatal injury,Daylight
8560,2674608,12/16/2010,Property damage only (none injured),Dark - roadway not lighted
8561,2674631,12/18/2010,Non-fatal injury,Daylight
8562,2674632,12/17/2010,Property damage only (none injured),Daylight
8563,2674933,12/1/2010,Not Reported,Not reported
8564,2675114,12/23/2010,Property damage only (none injured),Daylight
8565,2675115,12/24/2010,Property damage only (none injured),Daylight
8566,2675116,12/24/2010,Property damage only (none injured),Daylight
8567,2675184,12/24/2010,Non-fatal injury,Dark - lighted roadway
8568,2676260,12/28/2010,Non-fatal injury,Daylight
8569,2676261,12/28/2010,Property damage only (none injured),Daylight
8570,2676262,12/29/2010,Property damage only (none injured),Daylight
8571,2676330,12/17/2010,Non-fatal injury,Daylight
8572,2676418,11/30/2010,Not Reported,Daylight
8573,2676427,12/18/2010,Unknown,Dark - roadway not lighted
8574,2676611,12/20/2010,Property damage only (none injured),Dark - lighted roadway
8575,2676612,12/15/2010,Non-fatal injury,Dark - lighted roadway
8576,2676613,12/19/2010,Property damage only (none injured),Dark - lighted roadway
8577,2676617,12/22/2010,Non-fatal injury,Dark - lighted roadway
8578,2676624,12/25/2010,Property damage only (none injured),Dark - lighted roadway
8579,2676629,12/23/2010,Property damage only (none injured),Dawn
8580,2676632,12/24/2010,Not Reported,Daylight
8581,2676634,12/22/2010,Non-fatal injury,Daylight
8582,2676640,9/5/2010,Non-fatal injury,Daylight
8583,2676942,12/11/2010,Property damage only (none injured),Not reported
8584,2676958,12/24/2010,Non-fatal injury,Daylight
8585,2677916,1/1/2011,Property damage only (none injured),Dark - roadway not lighted
8586,2679669,1/7/2011,Property damage only (none injured),Daylight
8587,2679670,1/8/2011,Property damage only (none injured),Dark - lighted roadway
8588,2679767,1/8/2011,Non-fatal injury,Daylight
8589,2680310,12/27/2010,Not Reported,Dark - lighted roadway
8590,2680657,1/8/2011,Property damage only (none injured),Dark - lighted roadway
8591,2681204,1/13/2011,Property damage only (none injured),Dark - lighted roadway
8592,2682052,1/18/2011,Property damage only (none injured),Daylight
8593,2684674,1/14/2011,Property damage only (none injured),Dark - lighted roadway
8594,2684707,12/31/2010,Property damage only (none injured),Dark - lighted roadway
8595,2686395,11/11/2010,Unknown,Dark - unknown roadway lighting
8596,2689454,1/10/2011,Property damage only (none injured),Daylight
8597,2689456,1/31/2011,Non-fatal injury,Dark - lighted roadway
8598,2689457,2/2/2011,Non-fatal injury,Daylight
8599,2689460,2/6/2011,Non-fatal injury,Dark - lighted roadway
8600,2689461,2/10/2011,Property damage only (none injured),Daylight
8601,2689859,1/1/2011,Property damage only (none injured),Dark - roadway not lighted
8602,2690160,1/22/2011,Property damage only (none injured),Daylight
8603,2690358,1/22/2011,Property damage only (none injured),Dark - lighted roadway
8604,2690359,1/29/2011,Non-fatal injury,Dark - lighted roadway
8605,2690436,1/31/2011,Property damage only (none injured),Dark - lighted roadway
8606,2690437,2/1/2011,Non-fatal injury,Daylight
8607,2690438,2/5/2011,Property damage only (none injured),Dark - lighted roadway
8608,2691392,2/5/2011,Non-fatal injury,Dark - roadway not lighted
8609,2691655,1/7/2011,Property damage only (none injured),Daylight
8610,2691673,1/8/2011,Property damage only (none injured),Dark - lighted roadway
8611,2691693,1/9/2011,Not Reported,Daylight
8612,2691695,1/7/2011,Non-fatal injury,Daylight
8613,2691698,1/11/2011,Property damage only (none injured),Daylight
8614,2692443,1/14/2011,Property damage only (none injured),Daylight
8615,2693329,2/2/2011,Not Reported,Dawn
8616,2695321,1/14/2011,Property damage only (none injured),Daylight
8617,2695439,1/5/2011,Not Reported,Dark - unknown roadway lighting
8618,2695442,1/16/2011,Non-fatal injury,Daylight
8619,2695443,1/10/2011,Not Reported,Daylight
8620,2695446,1/16/2011,Not Reported,Daylight
8621,2695450,1/22/2011,Property damage only (none injured),Dark - lighted roadway
8622,2695455,1/22/2011,Non-fatal injury,Dark - lighted roadway
8623,2695904,1/22/2011,Non-fatal injury,Daylight
8624,2696640,1/23/2011,Non-fatal injury,Daylight
8625,2696641,1/24/2011,Non-fatal injury,Daylight
8626,2697735,1/31/2011,Not Reported,Not reported
8627,2697737,1/31/2011,Unknown,Dark - lighted roadway
8628,2700345,1/6/2011,Property damage only (none injured),Dark - lighted roadway
8629,2700346,1/3/2011,Not Reported,Dark - lighted roadway
8630,2700661,2/15/2011,Non-fatal injury,Daylight
8631,2700662,2/24/2011,Property damage only (none injured),Daylight
8632,2700897,2/4/2011,Non-fatal injury,Dark - lighted roadway
8633,2700898,2/14/2011,Non-fatal injury,Daylight
8634,2700899,2/14/2011,Property damage only (none injured),Daylight
8635,2700904,2/19/2011,Property damage only (none injured),Dark - roadway not lighted
8636,2701725,2/18/2011,Non-fatal injury,Dark - lighted roadway
8637,2701726,2/19/2011,Non-fatal injury,Daylight
8638,2701830,3/5/2011,Property damage only (none injured),Dark - lighted roadway
8639,2702164,2/6/2011,Not Reported,Not reported
8640,2702430,2/6/2011,Not Reported,Dark - lighted roadway
8641,2702431,2/6/2011,Property damage only (none injured),Dark - lighted roadway
8642,2702432,2/6/2011,Non-fatal injury,Dark - lighted roadway
8643,2702433,2/8/2011,Property damage only (none injured),Daylight
8644,2702434,2/8/2011,Not Reported,Daylight
8645,2702435,2/3/2011,Non-fatal injury,Daylight
8646,2702438,2/10/2011,Not Reported,Not reported
8647,2703457,3/8/2011,Property damage only (none injured),Daylight
8648,2703544,2/27/2011,Non-fatal injury,Daylight
8649,2703545,3/10/2011,Property damage only (none injured),Daylight
8650,2703960,3/13/2011,Non-fatal injury,Daylight
8651,2704095,1/24/2011,Non-fatal injury,Daylight
8652,2704099,1/24/2011,Unknown,Daylight
8653,2704120,1/26/2011,Non-fatal injury,Not reported
8654,2704124,1/27/2011,Non-fatal injury,Daylight
8655,2704253,1/27/2011,Property damage only (none injured),Daylight
8656,2704255,1/26/2011,Property damage only (none injured),Dark - lighted roadway
8657,2704259,1/28/2011,Non-fatal injury,Dark - lighted roadway
8658,2704534,3/11/2011,Non-fatal injury,Daylight
8659,2706074,2/14/2011,Non-fatal injury,Dark - lighted roadway
8660,2706076,2/18/2011,Property damage only (none injured),Daylight
8661,2706505,3/10/2011,Non-fatal injury,Dark - roadway not lighted
8662,2706508,3/18/2011,Property damage only (none injured),Daylight
8663,2706809,2/21/2011,Property damage only (none injured),Dark - lighted roadway
8664,2706811,2/21/2011,Property damage only (none injured),Dark - lighted roadway
8665,2706813,2/21/2011,Property damage only (none injured),Dark - lighted roadway
8666,2706817,2/12/2011,Not Reported,Dark - lighted roadway
8667,2706820,2/14/2011,Property damage only (none injured),Daylight
8668,2706824,2/12/2011,Not Reported,Dark - lighted roadway
8669,2707326,2/21/2011,Non-fatal injury,Daylight
8670,2707327,2/19/2011,Non-fatal injury,Daylight
8671,2707328,2/23/2011,Non-fatal injury,Dark - lighted roadway
8672,2707329,2/24/2011,Non-fatal injury,Dark - lighted roadway
8673,2707389,2/27/2011,Property damage only (none injured),Dark - lighted roadway
8674,2707390,2/27/2011,Non-fatal injury,Dark - roadway not lighted
8675,2707391,2/26/2011,Property damage only (none injured),Dark - roadway not lighted
8676,2707430,2/25/2011,Property damage only (none injured),Dark - lighted roadway
8677,2707543,1/24/2011,Property damage only (none injured),Daylight
8678,2708202,3/17/2011,Non-fatal injury,Dark - lighted roadway
8679,2709323,3/7/2011,Property damage only (none injured),Daylight
8680,2709324,3/5/2011,Property damage only (none injured),Daylight
8681,2709326,3/5/2011,Not Reported,Daylight
8682,2709333,2/11/2011,Property damage only (none injured),Dark - roadway not lighted
8683,2709474,3/23/2011,Non-fatal injury,Daylight
8684,2709580,2/21/2011,Unknown,Daylight
8685,2709631,3/6/2011,Non-fatal injury,Dark - lighted roadway
8686,2709637,3/6/2011,Non-fatal injury,Daylight
8687,2709639,3/6/2011,Property damage only (none injured),Dark - lighted roadway
8688,2709640,2/18/2011,Not Reported,Dusk
8689,2709643,2/28/2011,Property damage only (none injured),Daylight
8690,2709650,2/28/2011,Property damage only (none injured),Daylight
8691,2709651,2/28/2011,Non-fatal injury,Dark - lighted roadway
8692,2709653,3/1/2011,Property damage only (none injured),Daylight
8693,2709655,3/3/2011,Property damage only (none injured),Daylight
8694,2709657,3/8/2011,Property damage only (none injured),Daylight
8695,2709659,3/12/2011,Unknown,Daylight
8696,2709660,3/11/2011,Not Reported,Daylight
8697,2709817,3/17/2011,Not Reported,Dark - lighted roadway
8698,2709819,3/26/2011,Non-fatal injury,Daylight
8699,2710189,3/25/2011,Property damage only (none injured),Daylight
8700,2710842,3/26/2011,Property damage only (none injured),Daylight
8701,2711264,2/1/2011,Property damage only (none injured),Daylight
8702,2712949,3/25/2011,Unknown,Daylight
8703,2712950,3/26/2011,Not Reported,Not reported
8704,2712951,3/27/2011,Not Reported,Not reported
8705,2712953,3/27/2011,Property damage only (none injured),Dark - lighted roadway
8706,2712954,3/24/2011,Non-fatal injury,Daylight
8707,2713174,4/8/2011,Non-fatal injury,Daylight
8708,2713241,4/9/2011,Non-fatal injury,Daylight
8709,2713518,3/19/2011,Not Reported,Daylight
8710,2713519,3/31/2011,Non-fatal injury,Dark - roadway not lighted
8711,2713898,2/13/2011,Unknown,Daylight
8712,2713913,3/21/2011,Not Reported,Daylight
8713,2713915,3/14/2011,Property damage only (none injured),Daylight
8714,2714896,3/19/2011,Non-fatal injury,Daylight
8715,2714897,3/15/2011,Not Reported,Not reported
8716,2714898,3/13/2011,Non-fatal injury,Daylight
8717,2714899,3/12/2011,Not Reported,Not reported
8718,2714906,3/18/2011,Non-fatal injury,Not reported
8719,2714908,3/18/2011,Non-fatal injury,Daylight
8720,2714985,4/4/2011,Property damage only (none injured),Daylight
8721,2715575,4/4/2011,Not Reported,Dusk
8722,2715576,4/6/2011,Property damage only (none injured),Daylight
8723,2715578,4/5/2011,Non-fatal injury,Daylight
8724,2715584,4/16/2011,Property damage only (none injured),Dark - lighted roadway
8725,2715585,4/6/2011,Property damage only (none injured),Daylight
8726,2715587,4/6/2011,Unknown,Daylight
8727,2715588,4/3/2011,Non-fatal injury,Dark - lighted roadway
8728,2715590,4/2/2011,Non-fatal injury,Dark - lighted roadway
8729,2715661,4/3/2011,Unknown,Dark - lighted roadway
8730,2716097,4/19/2011,Non-fatal injury,Daylight
8731,2716502,3/28/2011,Non-fatal injury,Daylight
8732,2716503,3/29/2011,Unknown,Dark - lighted roadway
8733,2717422,4/9/2011,Non-fatal injury,Daylight
8734,2717873,4/18/2011,Property damage only (none injured),Dark - lighted roadway
8735,2717887,4/16/2011,Non-fatal injury,Daylight
8736,2717889,4/8/2011,Not Reported,Daylight
8737,2717892,4/14/2011,Property damage only (none injured),Daylight
8738,2717900,4/13/2011,Unknown,Dark - roadway not lighted
8739,2717910,4/21/2011,Property damage only (none injured),Daylight
8740,2717911,4/10/2011,Non-fatal injury,Dark - lighted roadway
8741,2717915,1/10/2011,Unknown,Daylight
8742,2717921,4/8/2011,Property damage only (none injured),Dawn
8743,2718165,4/22/2011,Property damage only (none injured),Daylight
8744,2718643,4/28/2011,Property damage only (none injured),Dusk
8745,2718870,12/15/2009,Unknown,Dark - lighted roadway
8746,2718877,4/30/2011,Not Reported,Daylight
8747,2719042,4/11/2011,Property damage only (none injured),Daylight
8748,2719043,4/16/2011,Property damage only (none injured),Daylight
8749,2719251,2/22/2010,Property damage only (none injured),Daylight
8750,2719299,3/30/2011,Property damage only (none injured),Daylight
8751,2720665,11/27/2009,Not Reported,Daylight
8752,2720724,12/9/2009,Not Reported,Dark - lighted roadway
8753,2720978,12/31/2009,Non-fatal injury,Daylight
8754,2720999,12/31/2009,Property damage only (none injured),Dark - roadway not lighted
8755,2721021,5/4/2011,Non-fatal injury,Daylight
8756,2721340,1/14/2010,Property damage only (none injured),Dark - lighted roadway
8757,2722174,11/18/2010,Property damage only (none injured),Daylight
