lat,long,og
42.3131527,-71.3336795,"(42.3131527, -71.3336795)"
42.3026015,-71.3321234,"(42.3026015, -71.3321234)"
42.3053442,-71.32820459999999,"(42.3053442, -71.32820459999999)"
42.3162235,-71.3317077,"(42.3162235, -71.3317077)"
42.307231,-71.33994,"(42.307231, -71.33994)"
42.3047846,-71.346332,"(42.3047846, -71.346332)"
42.2920273,-71.3375535,"(42.2920273, -71.3375535)"
42.288034,-71.35416769999999,"(42.288034, -71.35416769999999)"
42.284431,-71.3457674,"(42.284431, -71.3457674)"
42.2773469,-71.32525869999999,"(42.2773469, -71.32525869999999)"
42.300738,-71.3259886,"(42.300738, -71.3259886)"
42.3074867,-71.34967999999999,"(42.3074867, -71.34967999999999)"
42.28256469999999,-71.356647,"(42.28256469999999, -71.356647)"
42.290897,-71.3621635,"(42.290897, -71.3621635)"
