,Name,GRADE,API_AD,coord,Lat,Lon,Color
917,27 SUFFOLK ST CHELSEA MA,Average,27+SUFFOLK+ST+CHELSEA+MA,"(42.3874271, -71.0349774)",42.39067,-71.0401038,orange
918,25 SUFFOLK ST CHELSEA MA,Average,25+SUFFOLK+ST+CHELSEA+MA,"(42.3873945, -71.0351465)",42.3957874,-71.0300596,orange
919,23 SUFFOLK ST CHELSEA MA,Average,23+SUFFOLK+ST+CHELSEA+MA,"(42.3874384, -71.0352399)",42.3961305,-71.0302209,orange
920,21 SUFFOLK ST CHELSEA MA,Average,21+SUFFOLK+ST+CHELSEA+MA,"(42.3875152, -71.0352211)",42.3961492,-71.0293244,orange
921,17 SUFFOLK ST CHELSEA MA,Average,17+SUFFOLK+ST+CHELSEA+MA,"(42.3876211, -71.03540679999999)",42.3966234,-71.028628,orange
922,15 SUFFOLK ST CHELSEA MA,Average,15+SUFFOLK+ST+CHELSEA+MA,"(42.387645, -71.03554609999999)",42.3968777,-71.02881370000001,orange
923,13 SUFFOLK ST CHELSEA MA,Average,13+SUFFOLK+ST+CHELSEA+MA,"(42.3876979, -71.035639)",42.396724,-71.0283494,orange
924,7 SUFFOLK ST CHELSEA MA,Average,7+SUFFOLK+ST+CHELSEA+MA,"(42.3877397, -71.0357203)",42.397116,-71.0276065,orange
925,5 SUFFOLK ST CHELSEA MA,Average,5+SUFFOLK+ST+CHELSEA+MA,"(42.3877748, -71.0358711)",42.39746239999999,-71.0277342,orange
926,3 SUFFOLK ST CHELSEA MA,Average,3+SUFFOLK+ST+CHELSEA+MA,"(42.3878855, -71.0359816)",42.39740140000001,-71.0272699,orange
927,1 SUFFOLK ST CHELSEA MA,Average,1+SUFFOLK+ST+CHELSEA+MA,"(42.387924, -71.035343)",42.3974723,-71.0269797,orange
928,37 SHURTLEFF ST CHELSEA MA,Average,37+SHURTLEFF+ST+CHELSEA+MA,"(42.38823499999999, -71.0355809)",42.3977571,-71.02723499999999,orange
929,27 SHURTLEFF ST CHELSEA MA,Average,27+SHURTLEFF+ST+CHELSEA+MA,"(42.3881006, -71.03582469999999)",42.3978358,-71.0269868,orange
930,16 SUFFOLK ST CHELSEA MA,Average,16+SUFFOLK+ST+CHELSEA+MA,"(42.3879629, -71.0354533)",42.397883,-71.0270192,orange
931,20 SUFFOLK ST CHELSEA MA,Average,20+SUFFOLK+ST+CHELSEA+MA,"(42.3878073, -71.03513989999999)",42.397711,-71.026522,orange
932,24 SUFFOLK ST CHELSEA MA,Average,24+SUFFOLK+ST+CHELSEA+MA,"(42.387784, -71.03497)",42.3977703,-71.0264457,orange
933,28 SUFFOLK ST CHELSEA MA,Average +10,28+SUFFOLK+ST+CHELSEA+MA,"(42.3876583, -71.0347568)",42.3978543,-71.0264009,orange
934,28 SUFFOLK ST CHELSEA MA,Average +10,28+SUFFOLK+ST+CHELSEA+MA,"(42.3876583, -71.0347568)",42.3981517,-71.0267243,orange
935,28 SUFFOLK ST CHELSEA MA,Average +10,28+SUFFOLK+ST+CHELSEA+MA,"(42.3876583, -71.0347568)",42.3978656,-71.0263528,orange
936,38 SUFFOLK ST CHELSEA MA,Average +20,38+SUFFOLK+ST+CHELSEA+MA,"(42.3875603, -71.0346175)",42.3981941,-71.0265386,orange
937,38 SUFFOLK ST CHELSEA MA,Average +20,38+SUFFOLK+ST+CHELSEA+MA,"(42.3875603, -71.0346175)",42.3981278,-71.02593499999999,orange
938,38 SUFFOLK ST CHELSEA MA,Average +20,38+SUFFOLK+ST+CHELSEA+MA,"(42.3875603, -71.0346175)",42.3984907,-71.0252385,orange
939,38 SUFFOLK ST CHELSEA MA,Average +20,38+SUFFOLK+ST+CHELSEA+MA,"(42.3875603, -71.0346175)",42.39863630000001,-71.0250063,orange
940,26 SHAWMUT ST CHELSEA MA,Average,26+SHAWMUT+ST+CHELSEA+MA,"(42.3875947, -71.03438539999999)",42.3988191,-71.0254242,orange
941,28 SHAWMUT ST CHELSEA MA,Average,28+SHAWMUT+ST+CHELSEA+MA,"(42.3877014, -71.0343041)",42.3988032,-71.0246813,orange
942,87 ESSEX ST CHELSEA MA,Average,87+ESSEX+ST+CHELSEA+MA,"(42.3878232, -71.0342577)",42.3992561,-71.0247277,orange
943,77 ESSEX ST CHELSEA MA,Average,77+ESSEX+ST+CHELSEA+MA,"(42.387922, -71.03462)",42.3994018,-71.0244956,orange
944,75 ESSEX ST CHELSEA MA,Average,75+ESSEX+ST+CHELSEA+MA,"(42.3880881, -71.0346732)",42.39952359999999,-71.0241241,orange
945,73 ESSEX ST CHELSEA MA,Average,73+ESSEX+ST+CHELSEA+MA,"(42.3880324, -71.0347567)",42.3993859,-71.0237527,orange
946,71 ESSEX ST CHELSEA MA,Average,71+ESSEX+ST+CHELSEA+MA,"(42.3880758, -71.0348446)",42.399805,-71.0237643,orange
947,69 ESSEX ST CHELSEA MA,Average +10,69+ESSEX+ST+CHELSEA+MA,"(42.388078, -71.03498700000002)",42.3996269,-71.0234277,orange
948,67 ESSEX ST CHELSEA MA,Average,67+ESSEX+ST+CHELSEA+MA,"(42.388126, -71.035077)",42.3999182,-71.0236134,orange
949,65 ESSEX ST CHELSEA MA,Average,65+ESSEX+ST+CHELSEA+MA,"(42.3882073, -71.0350934)",42.3997839,-71.023124,orange
950,78 ESSEX ST CHELSEA MA,Average,78+ESSEX+ST+CHELSEA+MA,"(42.3882412, -71.0344782)",42.4001752,-71.0233812,orange
951,84 ESSEX ST CHELSEA MA,Average,84+ESSEX+ST+CHELSEA+MA,"(42.3881861, -71.0342211)",42.4003135,-71.02316069999999,orange
952,43 SHAWMUT ST CHELSEA MA,Average,43+SHAWMUT+ST+CHELSEA+MA,"(42.3882218, -71.0338082)",42.4005777,-71.0229169,orange
953,41 SHAWMUT ST CHELSEA MA,Average,41+SHAWMUT+ST+CHELSEA+MA,"(42.388175, -71.03387459999999)",42.400636,-71.022824,orange
954,96 ESSEX ST CHELSEA MA,Average,96+ESSEX+ST+CHELSEA+MA,"(42.3880399, -71.0337354)",42.4009432,-71.0224526,orange
955,106 ESSEX ST CHELSEA MA,Average,106+ESSEX+ST+CHELSEA+MA,"(42.3880323, -71.033412)",42.4012001,-71.0222204,orange
956,108 ESSEX ST CHELSEA MA,Average,108+ESSEX+ST+CHELSEA+MA,"(42.38793039999999, -71.0333756)",42.40125829999999,-71.0221276,orange
957,110 ESSEX ST CHELSEA MA,Average,110+ESSEX+ST+CHELSEA+MA,"(42.3879816, -71.0331782)",42.399568,-71.0233732,orange
958,112 ESSEX ST CHELSEA MA,Average,112+ESSEX+ST+CHELSEA+MA,"(42.3879736, -71.03308729999999)",42.40207059999999,-71.0186257,orange
959,111 ESSEX ST CHELSEA MA,Average,111+ESSEX+ST+CHELSEA+MA,"(42.3876928, -71.0332246)",42.4021557,-71.0182737,orange
960,109 ESSEX ST CHELSEA MA,Average,109+ESSEX+ST+CHELSEA+MA,"(42.38764399999999, -71.033344)",42.4023339,-71.0178047,orange
961,105 ESSEX ST CHELSEA MA,Average,105+ESSEX+ST+CHELSEA+MA,"(42.387666, -71.03348)",42.4018403,-71.0166486,orange
962,101 ESSEX ST CHELSEA MA,Average,101+ESSEX+ST+CHELSEA+MA,"(42.3877272, -71.0336425)",42.4017077,-71.0160914,orange
963,99 ESSEX ST CHELSEA MA,Average,99+ESSEX+ST+CHELSEA+MA,"(42.387698, -71.033745)",42.4016546,-71.0153485,orange
964,97 ESSEX ST CHELSEA MA,Average,97+ESSEX+ST+CHELSEA+MA,"(42.3877511, -71.0337818)",42.4016083,-71.015186,orange
965,95 ESSEX ST CHELSEA MA,Average,95+ESSEX+ST+CHELSEA+MA,"(42.38773, -71.03399000000002)",42.40212500000001,-71.015778,orange
966,93 ESSEX ST CHELSEA MA,Average,93+ESSEX+ST+CHELSEA+MA,"(42.3878442, -71.0340264)",42.4019911,-71.01558059999999,orange
967,60 SUFFOLK ST CHELSEA MA,Average +10,60+SUFFOLK+ST+CHELSEA+MA,"(42.3874279, -71.0334103)",42.402164,-71.015345,orange
968,82 SUFFOLK ST CHELSEA MA,Average,82+SUFFOLK+ST+CHELSEA+MA,"(42.3873007, -71.03266750000002)",42.402164,-71.015345,orange
969,125 ESSEX ST CHELSEA MA,Average,125+ESSEX+ST+CHELSEA+MA,"(42.3876187, -71.0325746)",42.4019274,-71.0152092,orange
970,121 ESSEX ST CHELSEA MA,Average,121+ESSEX+ST+CHELSEA+MA,"(42.3876584, -71.0328067)",42.402205,-71.014956,orange
971,117 ESSEX ST CHELSEA MA,Average,117+ESSEX+ST+CHELSEA+MA,"(42.3876451, -71.032946)",42.402205,-71.014956,orange
972,116 ESSEX ST CHELSEA MA,Average,116+ESSEX+ST+CHELSEA+MA,"(42.38795520000001, -71.0329799)",42.4015301,-71.0148377,orange
973,120 ESSEX ST CHELSEA MA,Average,120+ESSEX+ST+CHELSEA+MA,"(42.3879147, -71.0328416)",42.4015724,-71.014652,orange
974,157 CONGRESS AV CHELSEA MA,Average,157+CONGRESS+AV+CHELSEA+MA,"(42.3881154, -71.0325514)",42.4015035,-71.0144663,orange
975,153 CONGRESS AV CHELSEA MA,Average,153+CONGRESS+AV+CHELSEA+MA,"(42.3881618, -71.03271389999999)",42.4017895,-71.0141877,orange
976,147 CONGRESS AV CHELSEA MA,Average,147+CONGRESS+AV+CHELSEA+MA,"(42.388326, -71.0330677)",42.4013848,-71.0137215,orange
977,176 CONGRESS AV CHELSEA MA,Average,176+CONGRESS+AV+CHELSEA+MA,"(42.3882254, -71.0317853)",42.4013789,-71.0139555,orange
978,178 CONGRESS AV CHELSEA MA,Average,178+CONGRESS+AV+CHELSEA+MA,"(42.3882016, -71.031646)",42.4057774,-71.02881370000001,orange
981,194 CONGRESS AV CHELSEA MA,Average,194+CONGRESS+AV+CHELSEA+MA,"(42.3880638, -71.0312745)",42.410494,-71.029578,orange
982,202 CONGRESS AV CHELSEA MA,Average,202+CONGRESS+AV+CHELSEA+MA,"(42.3879923, -71.0308567)",42.4106372,-71.0296959,orange
984,52 HIGHLAND ST CHELSEA MA,Average,52+HIGHLAND+ST+CHELSEA+MA,"(42.3880347, -71.03067089999999)",42.41070939999999,-71.0298468,orange
985,146 MAVERICK ST CHELSEA MA,Average,146+MAVERICK+ST+CHELSEA+MA,"(42.3882341, -71.02903230000001)",42.410865,-71.0301602,orange
986,152 MAVERICK ST CHELSEA MA,Average,152+MAVERICK+ST+CHELSEA+MA,"(42.388199, -71.02881370000001)",42.4109418,-71.0303923,orange
987,121 MAVERICK ST CHELSEA MA,Average,121+MAVERICK+ST+CHELSEA+MA,"(42.388075, -71.030001)",42.4111775,-71.0302531,orange
988,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.41123839999999,-71.0303923,orange
989,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.387738,-71.047048,orange
990,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.387773,-71.047125,orange
991,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.388221,-71.0482,orange
992,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
993,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
994,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
995,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
996,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
997,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
998,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
999,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1000,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1001,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1002,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1003,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1004,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1005,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1006,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1007,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1008,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1009,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1010,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1011,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1012,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1013,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1014,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1015,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1016,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1017,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1018,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1019,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1020,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1021,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893589,-71.0513058,orange
1022,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3925035,-71.0480125,orange
1023,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.39071,-71.03710199999999,orange
1024,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.39071,-71.03710199999999,orange
1025,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.39028,-71.0367794,orange
1026,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3897772,-71.03654709999999,orange
1027,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3893982,-71.03594,orange
1028,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.389163,-71.035832,orange
1029,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.38919110000001,-71.0356243,orange
1030,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.389065,-71.03565499999999,orange
1031,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3887285,-71.0348731,orange
1032,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.388726,-71.0347104,orange
1033,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3887022,-71.0345711,orange
1034,250 CONGRESS AV CHELSEA MA,Average,250+CONGRESS+AV+CHELSEA+MA,"(42.38778200000001, -71.029235)",42.3889939,-71.034441,orange
1035,96 SUFFOLK ST CHELSEA MA,Average,96+SUFFOLK+ST+CHELSEA+MA,"(42.387222, -71.03228)",42.3886783,-71.0344318,orange
1036,104 SUFFOLK ST CHELSEA MA,Average,104+SUFFOLK+ST+CHELSEA+MA,"(42.3871577, -71.0318317)",42.3889274,-71.03415319999999,orange
1037,108 SUFFOLK ST CHELSEA MA,Average,108+SUFFOLK+ST+CHELSEA+MA,"(42.38710469999999, -71.03173880000001)",42.3888524,-71.03413259999999,orange
1038,149 ESSEX ST CHELSEA MA,Average,149+ESSEX+ST+CHELSEA+MA,"(42.38742, -71.0314138)",42.3888524,-71.03413259999999,orange
1039,147 ESSEX ST CHELSEA MA,Average,147+ESSEX+ST+CHELSEA+MA,"(42.387383, -71.03162999999999)",42.3888665,-71.03401389999999,orange
1040,145 ESSEX ST CHELSEA MA,Average,145+ESSEX+ST+CHELSEA+MA,"(42.387546, -71.03175379999999)",42.3887987,-71.033974,orange
1041,137 ESSEX ST CHELSEA MA,Average,137+ESSEX+ST+CHELSEA+MA,"(42.3875392, -71.0321103)",42.3887987,-71.033974,orange
1042,135 ESSEX ST CHELSEA MA,Average,135+ESSEX+ST+CHELSEA+MA,"(42.3875485, -71.0322728)",42.388706,-71.033417,orange
1043,130 ESSEX ST CHELSEA MA,Average,130+ESSEX+ST+CHELSEA+MA,"(42.3878223, -71.0322427)",42.3882995,-71.0330853,orange
1044,132 ESSEX ST CHELSEA MA,Average,132+ESSEX+ST+CHELSEA+MA,"(42.3877442, -71.0322444)",42.388584,-71.03300399999999,orange
1045,140 ESSEX ST CHELSEA MA,Average,140+ESSEX+ST+CHELSEA+MA,"(42.3877539, -71.03178179999999)",42.38838700000001,-71.032296,orange
1046,201 CONGRESS AV CHELSEA MA,Average,201+CONGRESS+AV+CHELSEA+MA,"(42.38771149999999, -71.03094949999999)",42.3883288,-71.0321301,orange
1047,187 CONGRESS AV CHELSEA MA,Average,187+CONGRESS+AV+CHELSEA+MA,"(42.3877433, -71.03113520000001)",42.3883288,-71.0321301,orange
1048,185 CONGRESS AV CHELSEA MA,Average,185+CONGRESS+AV+CHELSEA+MA,"(42.3878042, -71.0312745)",42.3880155,-71.0322396,orange
1049,183 CONGRESS AV CHELSEA MA,Average,183+CONGRESS+AV+CHELSEA+MA,"(42.3877989, -71.03146029999999)",42.3880937,-71.03216840000002,orange
1050,181 CONGRESS AV CHELSEA MA,Average,181+CONGRESS+AV+CHELSEA+MA,"(42.3878519, -71.0315531)",42.3882731,-71.03206390000001,orange
1051,179 CONGRESS AV CHELSEA MA,Average,179+CONGRESS+AV+CHELSEA+MA,"(42.3879042, -71.03175089999999)",42.3879818,-71.032089,orange
1052,173 CONGRESS AV CHELSEA MA,Average,173+CONGRESS+AV+CHELSEA+MA,"(42.3879737, -71.0318317)",42.3879818,-71.032089,orange
1053,171 CONGRESS AV CHELSEA MA,Average,171+CONGRESS+AV+CHELSEA+MA,"(42.3879594, -71.0320028)",42.3879594,-71.0320028,orange
1054,167 CONGRESS AV CHELSEA MA,Average,167+CONGRESS+AV+CHELSEA+MA,"(42.3880937, -71.03216840000002)",42.3879737,-71.0318317,orange
1055,165 CONGRESS AV CHELSEA MA,Average,165+CONGRESS+AV+CHELSEA+MA,"(42.3880155, -71.0322396)",42.3882254,-71.0317853,orange
1056,162 MAVERICK ST CHELSEA MA,Average,162+MAVERICK+ST+CHELSEA+MA,"(42.3881291, -71.028482)",42.3878519,-71.0315531,orange
1057,164 MAVERICK ST CHELSEA MA,Average,164+MAVERICK+ST+CHELSEA+MA,"(42.38810890000001, -71.0284877)",42.3881327,-71.03146029999999,orange
1058,166 MAVERICK ST CHELSEA MA,Average,166+MAVERICK+ST+CHELSEA+MA,"(42.3881023, -71.0284331)",42.3881231,-71.0313529,orange
1059,174 MAVERICK ST CHELSEA MA,Average,174+MAVERICK+ST+CHELSEA+MA,"(42.3880268, -71.02802439999999)",42.38771149999999,-71.03094949999999,orange
1060,2 BREAKWATER DR CHELSEA MA,Average +20,2+BREAKWATER+DR+CHELSEA+MA,"(42.388395, -71.0465163)",42.3878718,-71.03069409999999,orange
1061,8 ADMIRALS WY CHELSEA MA,Good,8+ADMIRALS+WY+CHELSEA+MA,"(42.3898006, -71.0464252)",42.387982,-71.030303,lightgreen
1062,10 ADMIRALS WY CHELSEA MA,Good,10+ADMIRALS+WY+CHELSEA+MA,"(42.389759, -71.04645769999999)",42.387982,-71.030303,lightgreen
1063,12 ADMIRALS WY CHELSEA MA,Good,12+ADMIRALS+WY+CHELSEA+MA,"(42.389747, -71.046504)",42.38778200000001,-71.029235,lightgreen
1064,14 ADMIRALS WY CHELSEA MA,Good,14+ADMIRALS+WY+CHELSEA+MA,"(42.3897087, -71.0465066)",42.38778200000001,-71.029235,lightgreen
1065,16 ADMIRALS WY CHELSEA MA,Good,16+ADMIRALS+WY+CHELSEA+MA,"(42.3896033, -71.04654339999999)",42.38778200000001,-71.029235,lightgreen
1066,18 ADMIRALS WY CHELSEA MA,Good,18+ADMIRALS+WY+CHELSEA+MA,"(42.3895801, -71.04664280000001)",42.38778200000001,-71.029235,lightgreen
1067,20 ADMIRALS WY CHELSEA MA,Good,20+ADMIRALS+WY+CHELSEA+MA,"(42.3895029, -71.04659749999999)",42.38778200000001,-71.029235,lightgreen
1068,22 ADMIRALS WY CHELSEA MA,Good,22+ADMIRALS+WY+CHELSEA+MA,"(42.3904434, -71.0460267)",42.38778200000001,-71.029235,lightgreen
1069,24 ADMIRALS WY CHELSEA MA,Good,24+ADMIRALS+WY+CHELSEA+MA,"(42.3893384, -71.0467175)",42.38778200000001,-71.029235,lightgreen
1070,26 ADMIRALS WY CHELSEA MA,Good,26+ADMIRALS+WY+CHELSEA+MA,"(42.3893014, -71.0467257)",42.38778200000001,-71.029235,lightgreen
1071,28 ADMIRALS WY CHELSEA MA,Good,28+ADMIRALS+WY+CHELSEA+MA,"(42.389298, -71.046777)",42.38778200000001,-71.029235,lightgreen
1072,30 ADMIRALS WY CHELSEA MA,Good,30+ADMIRALS+WY+CHELSEA+MA,"(42.389267, -71.04681200000002)",42.38778200000001,-71.029235,lightgreen
1073,32 ADMIRALS WY CHELSEA MA,Good,32+ADMIRALS+WY+CHELSEA+MA,"(42.389164, -71.04686199999999)",42.38778200000001,-71.029235,lightgreen
1074,34 ADMIRALS WY CHELSEA MA,Good,34+ADMIRALS+WY+CHELSEA+MA,"(42.3890939, -71.0469446)",42.38778200000001,-71.029235,lightgreen
1075,36 ADMIRALS WY CHELSEA MA,Good,36+ADMIRALS+WY+CHELSEA+MA,"(42.3890331, -71.04694549999999)",42.38778200000001,-71.029235,lightgreen
1076,38 ADMIRALS WY CHELSEA MA,Good,38+ADMIRALS+WY+CHELSEA+MA,"(42.389045, -71.046976)",42.38778200000001,-71.029235,lightgreen
1077,40 ADMIRALS WY CHELSEA MA,Good,40+ADMIRALS+WY+CHELSEA+MA,"(42.389007, -71.04701)",42.38778200000001,-71.029235,lightgreen
1126,67 BREAKWATER DR CHELSEA MA,Good+20,67+BREAKWATER+DR+CHELSEA+MA,"(42.3900066, -71.0502759)",42.3915967,-71.0320871,green
1127,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3913066,-71.0320174,lightgreen
1128,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.391577,-71.031836,lightgreen
1129,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.39155,-71.031734,lightgreen
1130,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3912457,-71.0318781,lightgreen
1131,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3912205,-71.0316228,lightgreen
1132,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3911741,-71.03146029999999,lightgreen
1133,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3914321,-71.0314405,lightgreen
1134,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3914321,-71.0314405,lightgreen
1135,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3914321,-71.0314405,lightgreen
1136,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.391436,-71.031324,lightgreen
1137,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3913795,-71.0312513,lightgreen
1138,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.391296,-71.03108879999999,lightgreen
1139,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3912755,-71.0309147,lightgreen
1140,160 COMMANDANTS WY CHELSEA MA,Good,160+COMMANDANTS+WY+CHELSEA+MA,"(42.3893589, -71.0513058)",42.3909516,-71.03081019999999,lightgreen
