,Name,GRADE,API_AD,coord,Lat,Lon,Color
2052,162 CHESTNUT ST CHELSEA MA,Average,162+CHESTNUT+ST+CHELSEA+MA,"(42.391886, -71.03805299999999)",42.4008258,-71.0322728,orange
2053,164 CHESTNUT ST CHELSEA MA,Average,164+CHESTNUT+ST+CHELSEA+MA,"(42.3918864, -71.0380069)",42.4008258,-71.0322728,orange
2054,168 CHESTNUT ST CHELSEA MA,Average +10,168+CHESTNUT+ST+CHELSEA+MA,"(42.3919076, -71.03791410000001)",42.4008258,-71.0322728,orange
2055,170 CHESTNUT ST CHELSEA MA,Average,170+CHESTNUT+ST+CHELSEA+MA,"(42.3919811, -71.03785599999999)",42.4008258,-71.0322728,orange
2056,180 CHESTNUT ST CHELSEA MA,Average,180+CHESTNUT+ST+CHELSEA+MA,"(42.392155, -71.03752190000002)",42.4008258,-71.0322728,orange
2057,147 CHESTNUT ST CHELSEA MA,Average +10,147+CHESTNUT+ST+CHELSEA+MA,"(42.3911343, -71.03868299999999)",42.4008258,-71.0322728,orange
2058,145 CHESTNUT ST CHELSEA MA,Average +10,145+CHESTNUT+ST+CHELSEA+MA,"(42.39109570000001, -71.0387501)",42.4008258,-71.0322728,orange
2059,143 CHESTNUT ST CHELSEA MA,Average +10,143+CHESTNUT+ST+CHELSEA+MA,"(42.3910606, -71.038827)",42.4008258,-71.0322728,orange
2060,168 PEARL ST CHELSEA MA,Average +10,168+PEARL+ST+CHELSEA+MA,"(42.3909162, -71.035825)",42.4008258,-71.0322728,orange
2061,170 PEARL ST CHELSEA MA,Average +10,170+PEARL+ST+CHELSEA+MA,"(42.3909674, -71.035761)",42.4008258,-71.0322728,orange
2062,151 DIVISION ST CHELSEA MA,Average,151+DIVISION+ST+CHELSEA+MA,"(42.3910248, -71.0359787)",42.4008258,-71.0322728,orange
2063,129 DIVISION ST CHELSEA MA,Average,129+DIVISION+ST+CHELSEA+MA,"(42.3906546, -71.0366605)",42.4008258,-71.0322728,orange
2064,127 DIVISION ST CHELSEA MA,Average,127+DIVISION+ST+CHELSEA+MA,"(42.3906024, -71.0367184)",42.4008258,-71.0322728,orange
2065,191 CHESTNUT ST CHELSEA MA,Average +10,191+CHESTNUT+ST+CHELSEA+MA,"(42.3921436, -71.0368051)",42.4008258,-71.0322728,orange
2066,189 CHESTNUT ST CHELSEA MA,Average +10,189+CHESTNUT+ST+CHELSEA+MA,"(42.3920745, -71.0368067)",42.4008258,-71.0322728,orange
2067,182 CHESTNUT ST CHELSEA MA,Average,182+CHESTNUT+ST+CHELSEA+MA,"(42.3922086, -71.0374606)",42.4008258,-71.0322728,orange
2068,184 CHESTNUT ST CHELSEA MA,Average,184+CHESTNUT+ST+CHELSEA+MA,"(42.3922513, -71.0373853)",42.4008258,-71.0322728,orange
2069,192 CHESTNUT ST CHELSEA MA,Average,192+CHESTNUT+ST+CHELSEA+MA,"(42.3923821, -71.0371665)",42.4008258,-71.0322728,orange
2070,194 CHESTNUT ST CHELSEA MA,Average,194+CHESTNUT+ST+CHELSEA+MA,"(42.39242429999999, -71.0370319)",42.4008258,-71.0322728,orange
2071,198 CHESTNUT ST CHELSEA MA,Average +10,198+CHESTNUT+ST+CHELSEA+MA,"(42.3924667, -71.0368462)",42.4008258,-71.0322728,orange
2072,170 SHURTLEFF ST CHELSEA MA,Average +10,170+SHURTLEFF+ST+CHELSEA+MA,"(42.3917648, -71.0338282)",42.4008258,-71.0322728,orange
2073,168 SHURTLEFF ST CHELSEA MA,Average +10,168+SHURTLEFF+ST+CHELSEA+MA,"(42.391754, -71.033928)",42.4060794,-71.0318781,orange
2074,172 SHURTLEFF ST CHELSEA MA,Average,172+SHURTLEFF+ST+CHELSEA+MA,"(42.3919052, -71.0337818)",42.405849,-71.0318317,orange
2075,176 SHURTLEFF ST CHELSEA MA,Average,176+SHURTLEFF+ST+CHELSEA+MA,"(42.3920377, -71.0336889)",42.40584399999999,-71.031373,orange
2076,173 SHURTLEFF ST CHELSEA MA,Average,173+SHURTLEFF+ST+CHELSEA+MA,"(42.3919212, -71.0332246)",42.4057181,-71.0318478,orange
2077,167 SHURTLEFF ST CHELSEA MA,Average,167+SHURTLEFF+ST+CHELSEA+MA,"(42.3917887, -71.0333175)",42.4055073,-71.0317853,orange
2078,165 SHURTLEFF ST CHELSEA MA,Average,165+SHURTLEFF+ST+CHELSEA+MA,"(42.3916708, -71.0333871)",42.4055338,-71.0315067,orange
2079,26 CHESTER AV CHELSEA MA,Average,26+CHESTER+AV+CHELSEA+MA,"(42.3914469, -71.033271)",42.4049326,-71.0360104,orange
2080,30 CHESTER AV CHELSEA MA,Average,30+CHESTER+AV+CHELSEA+MA,"(42.39144230000001, -71.0331898)",42.4047315,-71.0362276,orange
2081,104 SHAWMUT ST CHELSEA MA,Average,104+SHAWMUT+ST+CHELSEA+MA,"(42.390484, -71.033529)",42.4046982,-71.0362658,orange
2082,112 SHAWMUT ST CHELSEA MA,Average,112+SHAWMUT+ST+CHELSEA+MA,"(42.390572, -71.0333059)",42.4047507,-71.03630609999999,orange
2083,116 SHAWMUT ST CHELSEA MA,Average,116+SHAWMUT+ST+CHELSEA+MA,"(42.3906681, -71.033271)",42.40474450000001,-71.0364283,orange
2084,120 SHAWMUT ST CHELSEA MA,Average,120+SHAWMUT+ST+CHELSEA+MA,"(42.3907641, -71.03323619999999)",42.4050147,-71.0367069,orange
2085,122 SHAWMUT ST CHELSEA MA,Average,122+SHAWMUT+ST+CHELSEA+MA,"(42.3908456, -71.0332246)",42.4050915,-71.036939,orange
2086,126 SHAWMUT ST CHELSEA MA,Average,126+SHAWMUT+ST+CHELSEA+MA,"(42.3909701, -71.0330853)",42.4049696,-71.0379605,orange
2087,135 SHURTLEFF ST CHELSEA MA,Average,135+SHURTLEFF+ST+CHELSEA+MA,"(42.3907634, -71.0338282)",42.40495629999999,-71.0380998,orange
2088,131 SHURTLEFF ST CHELSEA MA,Average,131+SHURTLEFF+ST+CHELSEA+MA,"(42.3907051, -71.0339211)",42.405004,-71.0383784,orange
2089,127 SHURTLEFF ST CHELSEA MA,Average,127+SHURTLEFF+ST+CHELSEA+MA,"(42.3904985, -71.03401389999999)",42.4052053,-71.0378212,orange
2090,120 SHURTLEFF ST CHELSEA MA,Average +10,120+SHURTLEFF+ST+CHELSEA+MA,"(42.3906071, -71.0344318)",42.4052689,-71.0381927,orange
2091,122 SHURTLEFF ST CHELSEA MA,Average +10,122+SHURTLEFF+ST+CHELSEA+MA,"(42.390662, -71.034531)",42.4052501,-71.0382743,orange
2092,136 SHURTLEFF ST CHELSEA MA,Average,136+SHURTLEFF+ST+CHELSEA+MA,"(42.39091699999999, -71.03429249999999)",42.4068131,-71.0344318,orange
2093,144 SHURTLEFF ST CHELSEA MA,Average,144+SHURTLEFF+ST+CHELSEA+MA,"(42.3911528, -71.03415319999999)",42.407119,-71.03375199999999,orange
2094,7 CHESTER AV CHELSEA MA,Average,7+CHESTER+AV+CHELSEA+MA,"(42.3914734, -71.03429249999999)",42.4071891,-71.03424609999999,orange
2095,141 HAWTHORN ST CHELSEA MA,Average +10,141+HAWTHORN+ST+CHELSEA+MA,"(42.3915796, -71.03447779999999)",42.396136,-71.0301138,orange
2096,139 HAWTHORN ST CHELSEA MA,Average +10,139+HAWTHORN+ST+CHELSEA+MA,"(42.3915116, -71.0345155)",42.396136,-71.0301138,orange
2097,133 HAWTHORN ST CHELSEA MA,Average +10,133+HAWTHORN+ST+CHELSEA+MA,"(42.391269, -71.03459099999999)",42.3963532,-71.0302995,orange
2098,131 HAWTHORN ST CHELSEA MA,Average +10,131+HAWTHORN+ST+CHELSEA+MA,"(42.39120500000001, -71.034626)",42.3963532,-71.0302995,orange
2099,119 HAWTHORN ST CHELSEA MA,Average,119+HAWTHORN+ST+CHELSEA+MA,"(42.3908852, -71.0347568)",42.3963532,-71.0302995,orange
2100,77 CHESTER AV CHELSEA MA,Average,77+CHESTER+AV+CHELSEA+MA,"(42.3905929, -71.031432)",42.396483,-71.0306245,orange
2101,75 CHESTER AV CHELSEA MA,Average,75+CHESTER+AV+CHELSEA+MA,"(42.3906337, -71.0315531)",42.396583,-71.0306129,orange
2102,71 CHESTER AV CHELSEA MA,Average,71+CHESTER+AV+CHELSEA+MA,"(42.3906284, -71.03173880000001)",42.3969062,-71.0303343,orange
2103,136 SHAWMUT ST CHELSEA MA,Average,136+SHAWMUT+ST+CHELSEA+MA,"(42.3913171, -71.032946)",42.393624,-71.0316344,orange
2104,140 SHAWMUT ST CHELSEA MA,Average,140+SHAWMUT+ST+CHELSEA+MA,"(42.39148670000001, -71.03285319999999)",42.3935041,-71.0313427,orange
2105,154 SHAWMUT ST CHELSEA MA,Average,154+SHAWMUT+ST+CHELSEA+MA,"(42.3918338, -71.03271389999999)",42.3934631,-71.03118169999999,orange
2106,156 SHAWMUT ST CHELSEA MA,Average,156+SHAWMUT+ST+CHELSEA+MA,"(42.3919291, -71.03262099999999)",42.3934392,-71.03104239999999,orange
2107,158 SHAWMUT ST CHELSEA MA,Average,158+SHAWMUT+ST+CHELSEA+MA,"(42.39200650000001, -71.03259419999999)",42.39338619999999,-71.03094949999999,orange
2108,41 BELLINGHAM ST CHELSEA MA,Average,41+BELLINGHAM+ST+CHELSEA+MA,"(42.392202, -71.03248169999999)",42.3933529,-71.0308132,orange
2109,33 BELLINGHAM ST CHELSEA MA,Average,33+BELLINGHAM+ST+CHELSEA+MA,"(42.3921755, -71.0327603)",42.3933529,-71.0308132,orange
2110,38 BELLINGHAM ST CHELSEA MA,Average,38+BELLINGHAM+ST+CHELSEA+MA,"(42.3924166, -71.0324353)",42.3935664,-71.0304852,orange
2111,62 BELLINGHAM ST CHELSEA MA,Average,62+BELLINGHAM+ST+CHELSEA+MA,"(42.3921623, -71.0315995)",42.3932617,-71.03043880000001,orange
2112,68 BELLINGHAM ST CHELSEA MA,Average,68+BELLINGHAM+ST+CHELSEA+MA,"(42.3921676, -71.0314138)",42.393216,-71.0303343,orange
2113,80 BELLINGHAM ST CHELSEA MA,Average,80+BELLINGHAM+ST+CHELSEA+MA,"(42.3919822, -71.0307638)",42.3935465,-71.0300441,orange
2114,82 BELLINGHAM ST CHELSEA MA,Average,82+BELLINGHAM+ST+CHELSEA+MA,"(42.3919212, -71.0306245)",42.3935465,-71.0300441,orange
2115,96 BELLINGHAM ST CHELSEA MA,Average,96+BELLINGHAM+ST+CHELSEA+MA,"(42.3917967, -71.0301138)",42.3935465,-71.0300441,orange
2116,98 BELLINGHAM ST CHELSEA MA,Average,98+BELLINGHAM+ST+CHELSEA+MA,"(42.3917438, -71.0300209)",42.3935465,-71.0300441,orange
2117,83 GROVE ST CHELSEA MA,Average,83+GROVE+ST+CHELSEA+MA,"(42.3920696, -71.0299745)",42.393222,-71.0302066,orange
2118,81 GROVE ST CHELSEA MA,Average,81+GROVE+ST+CHELSEA+MA,"(42.392091, -71.03003)",42.3934207,-71.0300673,orange
2119,79 GROVE ST CHELSEA MA,Average,79+GROVE+ST+CHELSEA+MA,"(42.392124, -71.030143)",42.3931081,-71.0299745,orange
2120,77 GROVE ST CHELSEA MA,Average,77+GROVE+ST+CHELSEA+MA,"(42.392156, -71.030256)",42.3933721,-71.0299354,orange
2121,71 GROVE ST CHELSEA MA,Average,71+GROVE+ST+CHELSEA+MA,"(42.3921994, -71.0302995)",42.3933721,-71.0299354,orange
2122,69 GROVE ST CHELSEA MA,Average,69+GROVE+ST+CHELSEA+MA,"(42.3922762, -71.0305316)",42.3930842,-71.02983520000001,orange
2123,65 GROVE ST CHELSEA MA,Average,65+GROVE+ST+CHELSEA+MA,"(42.3923743, -71.03067089999999)",42.3930589,-71.0297021,orange
2124,61 GROVE ST CHELSEA MA,Average,61+GROVE+ST+CHELSEA+MA,"(42.392414, -71.0309031)",42.3930589,-71.0297021,orange
2125,57 GROVE ST CHELSEA MA,Average,57+GROVE+ST+CHELSEA+MA,"(42.3924378, -71.03104239999999)",42.3932915,-71.02939889999999,orange
2126,47 GROVE ST CHELSEA MA,Average,47+GROVE+ST+CHELSEA+MA,"(42.3925398, -71.0315299)",42.39299949999999,-71.02955659999999,orange
2127,68 GROVE ST CHELSEA MA,Average,68+GROVE+ST+CHELSEA+MA,"(42.3925809, -71.0305781)",42.3928798,-71.02810769999999,orange
2128,70 GROVE ST CHELSEA MA,Average,70+GROVE+ST+CHELSEA+MA,"(42.392565, -71.0304852)",42.3928091,-71.02786979999999,orange
2129,72 GROVE ST CHELSEA MA,Average,72+GROVE+ST+CHELSEA+MA,"(42.392512, -71.0303923)",42.39268149999999,-71.0282622,orange
2130,74 GROVE ST CHELSEA MA,Average,74+GROVE+ST+CHELSEA+MA,"(42.392487, -71.030204)",42.3928074,-71.0278429,orange
2131,80 GROVE ST CHELSEA MA,Average,80+GROVE+ST+CHELSEA+MA,"(42.3923584, -71.029928)",42.3926503,-71.0281213,orange
2132,82 GROVE ST CHELSEA MA,Average,82+GROVE+ST+CHELSEA+MA,"(42.3923498, -71.0298236)",42.3927878,-71.0278125,orange
2133,84 GROVE ST CHELSEA MA,Average,84+GROVE+ST+CHELSEA+MA,"(42.3923266, -71.0297423)",42.3926294,-71.028029,orange
2134,86 GROVE ST CHELSEA MA,Average,86+GROVE+ST+CHELSEA+MA,"(42.3923107, -71.0296494)",42.3927926,-71.0277929,orange
2135,92 GROVE ST CHELSEA MA,Average,92+GROVE+ST+CHELSEA+MA,"(42.3922551, -71.0293244)",42.39261,-71.0279315,orange
2136,96 GROVE ST CHELSEA MA,Average,96+GROVE+ST+CHELSEA+MA,"(42.3922021, -71.0292316)",42.3927732,-71.0277218,orange
2137,98 GROVE ST CHELSEA MA,Average,98+GROVE+ST+CHELSEA+MA,"(42.39219, -71.0291529)",42.3925862,-71.0277922,orange
2138,100 GROVE ST CHELSEA MA,Average,100+GROVE+ST+CHELSEA+MA,"(42.3921173, -71.028953)",42.3927748,-71.0276951,orange
2139,102 GROVE ST CHELSEA MA,Average,102+GROVE+ST+CHELSEA+MA,"(42.392114, -71.028885)",42.392453,-71.027755,orange
2140,107 MARLBORO ST CHELSEA MA,Average,107+MARLBORO+ST+CHELSEA+MA,"(42.39229479999999, -71.0289066)",42.39278710000001,-71.027638,orange
2142,101 MARLBORO ST CHELSEA MA,Average,101+MARLBORO+ST+CHELSEA+MA,"(42.3923875, -71.0292316)",42.3927477,-71.0275473,orange
2143,87 MARLBORO ST CHELSEA MA,Average,87+MARLBORO+ST+CHELSEA+MA,"(42.3924484, -71.0293709)",42.3927419,-71.0275164,orange
2144,85 MARLBORO ST CHELSEA MA,Average,85+MARLBORO+ST+CHELSEA+MA,"(42.3924577, -71.02938449999999)",42.392385,-71.027396,orange
2145,75 MARLBORO ST CHELSEA MA,Average,75+MARLBORO+ST+CHELSEA+MA,"(42.3925412, -71.0296959)",42.392385,-71.027396,orange
2146,73-A MARLBORO ST CHELSEA MA,Average,73-A+MARLBORO+ST+CHELSEA+MA,"(42.3926021, -71.02983520000001)",42.3927251,-71.027474,orange
2147,73 MARLBORO ST CHELSEA MA,Average,73+MARLBORO+ST+CHELSEA+MA,"(42.392618, -71.029928)",42.3927236,-71.0274472,orange
2148,71 MARLBORO ST CHELSEA MA,Average,71+MARLBORO+ST+CHELSEA+MA,"(42.3926339, -71.0300209)",42.3927586,-71.0273321,orange
2149,96 MARLBORO ST CHELSEA MA,Average,96+MARLBORO+ST+CHELSEA+MA,"(42.3926683, -71.02913869999999)",42.3927137,-71.0271735,orange
2150,98 MARLBORO ST CHELSEA MA,Average,98+MARLBORO+ST+CHELSEA+MA,"(42.3926103, -71.0288514)",42.3927074,-71.0271356,orange
2151,100 MARLBORO ST CHELSEA MA,Average,100+MARLBORO+ST+CHELSEA+MA,"(42.3925822, -71.02874659999999)",42.3926924,-71.027108,orange
2152,102 MARLBORO ST CHELSEA MA,Average,102+MARLBORO+ST+CHELSEA+MA,"(42.3925968, -71.0287208)",42.392701,-71.0271058,orange
2153,113 GROVE ST CHELSEA MA,Average,113+GROVE+ST+CHELSEA+MA,"(42.3918001, -71.0286498)",42.3925004,-71.02686299999999,orange
2154,157 HIGHLAND ST CHELSEA MA,Average,157+HIGHLAND+ST+CHELSEA+MA,"(42.3917146, -71.0287673)",42.3925004,-71.02686299999999,orange
2155,110 BELLINGHAM ST CHELSEA MA,Average,110+BELLINGHAM+ST+CHELSEA+MA,"(42.39151589999999, -71.0289066)",42.3926928,-71.0270606,orange
2156,110 BELLINGHAM ST CHELSEA MA,Average,110+BELLINGHAM+ST+CHELSEA+MA,"(42.39151589999999, -71.0289066)",42.39268819999999,-71.0270135,orange
2157,110 BELLINGHAM ST CHELSEA MA,Average,110+BELLINGHAM+ST+CHELSEA+MA,"(42.39151589999999, -71.0289066)",42.39233400000001,-71.02663799999999,orange
2158,112 BELLINGHAM ST CHELSEA MA,Average,112+BELLINGHAM+ST+CHELSEA+MA,"(42.391395, -71.0288023)",42.39233400000001,-71.02663799999999,orange
2159,112 BELLINGHAM ST CHELSEA MA,Average,112+BELLINGHAM+ST+CHELSEA+MA,"(42.391395, -71.0288023)",42.39267880000001,-71.0269876,orange
2160,112 BELLINGHAM ST CHELSEA MA,Average,112+BELLINGHAM+ST+CHELSEA+MA,"(42.391395, -71.0288023)",42.3926708,-71.02693649999999,orange
2161,107 BELLINGHAM ST CHELSEA MA,Average,107+BELLINGHAM+ST+CHELSEA+MA,"(42.3911344, -71.02927799999999)",42.3926662,-71.0268966,orange
2162,105 BELLINGHAM ST CHELSEA MA,Average,105+BELLINGHAM+ST+CHELSEA+MA,"(42.3911874, -71.0293709)",42.39265049999999,-71.0268437,orange
2163,103A BELLINGHAM ST CHELSEA MA,Average,103A+BELLINGHAM+ST+CHELSEA+MA,"(42.391175, -71.0295934)",42.3936584,-71.0306738,orange
2164,103 BELLINGHAM ST CHELSEA MA,Average,103+BELLINGHAM+ST+CHELSEA+MA,"(42.3913093, -71.0296494)",42.4018081,-71.0145127,orange
2165,101 BELLINGHAM ST CHELSEA MA,Average,101+BELLINGHAM+ST+CHELSEA+MA,"(42.3914191, -71.0298055)",42.402004,-71.0141412,orange
2166,99 BELLINGHAM ST CHELSEA MA,Average,99+BELLINGHAM+ST+CHELSEA+MA,"(42.3913782, -71.02983520000001)",42.402163,-71.0144198,orange
2167,95A BELLINGHAM ST CHELSEA MA,Average,95A+BELLINGHAM+ST+CHELSEA+MA,"(42.391381, -71.03013949999999)",42.4023218,-71.0140484,orange
2168,95 BELLINGHAM ST CHELSEA MA,Average,95+BELLINGHAM+ST+CHELSEA+MA,"(42.3914206, -71.0302995)",42.40234040000001,-71.0143734,orange
2169,89 BELLINGHAM ST CHELSEA MA,Average,89+BELLINGHAM+ST+CHELSEA+MA,"(42.3915265, -71.0304852)",42.4004581,-71.0189702,orange
2170,87 BELLINGHAM ST CHELSEA MA,Average,87+BELLINGHAM+ST+CHELSEA+MA,"(42.3915874, -71.0306245)",42.4004474,-71.0186916,orange
2171,83 BELLINGHAM ST CHELSEA MA,Average,83+BELLINGHAM+ST+CHELSEA+MA,"(42.3916192, -71.03081019999999)",42.40016139999999,-71.0189702,orange
2172,81 BELLINGHAM ST CHELSEA MA,Average,81+BELLINGHAM+ST+CHELSEA+MA,"(42.391566, -71.030894)",42.4001057,-71.0186452,orange
2173,79 BELLINGHAM ST CHELSEA MA,Average,79+BELLINGHAM+ST+CHELSEA+MA,"(42.3916722, -71.0309031)",42.4003229,-71.0181808,orange
2174,77 BELLINGHAM ST CHELSEA MA,Average,77+BELLINGHAM+ST+CHELSEA+MA,"(42.3917484, -71.0310772)",42.400307,-71.01808799999999,orange
2175,75 BELLINGHAM ST CHELSEA MA,Average,75+BELLINGHAM+ST+CHELSEA+MA,"(42.39168799999999, -71.03118599999999)",42.40031219999999,-71.0179023,orange
2176,73 BELLINGHAM ST CHELSEA MA,Average,73+BELLINGHAM+ST+CHELSEA+MA,"(42.3918471, -71.0312745)",42.4002539,-71.0173451,orange
2177,71 BELLINGHAM ST CHELSEA MA,Average,71+BELLINGHAM+ST+CHELSEA+MA,"(42.391749, -71.031392)",42.4001293,-71.0168343,orange
2178,67 BELLINGHAM ST CHELSEA MA,Average,67+BELLINGHAM+ST+CHELSEA+MA,"(42.391732, -71.03152299999999)",42.4000975,-71.0166486,orange
2179,61 BELLINGHAM ST CHELSEA MA,Average,61+BELLINGHAM+ST+CHELSEA+MA,"(42.391847, -71.03175890000001)",42.4001929,-71.0172058,orange
2180,61 BELLINGHAM ST CHELSEA MA,Average,61+BELLINGHAM+ST+CHELSEA+MA,"(42.391847, -71.03175890000001)",42.3895178,-71.03173029999999,orange
2181,61 BELLINGHAM ST CHELSEA MA,Average,61+BELLINGHAM+ST+CHELSEA+MA,"(42.391847, -71.03175890000001)",42.3895851,-71.0316303,orange
2182,57 BELLINGHAM ST CHELSEA MA,Average,57+BELLINGHAM+ST+CHELSEA+MA,"(42.39200049999999, -71.0318351)",42.3896693,-71.0315531,orange
2183,49 BELLINGHAM ST CHELSEA MA,Average,49+BELLINGHAM+ST+CHELSEA+MA,"(42.3920351, -71.0321567)",42.3897515,-71.0319612,orange
2184,161 SHAWMUT ST CHELSEA MA,Average,161+SHAWMUT+ST+CHELSEA+MA,"(42.3918993, -71.0322844)",42.3897515,-71.0319612,orange
2185,155 SHAWMUT ST CHELSEA MA,Average,155+SHAWMUT+ST+CHELSEA+MA,"(42.3917331, -71.03234239999999)",42.38973439999999,-71.0315324,orange
2186,151 SHAWMUT ST CHELSEA MA,Average,151+SHAWMUT+ST+CHELSEA+MA,"(42.3916298, -71.0323889)",42.38973439999999,-71.0315324,orange
2187,10 COTTAGE ST CHELSEA MA,Average,10+COTTAGE+ST+CHELSEA+MA,"(42.3915967, -71.0320871)",42.3901171,-71.0317853,orange
2188,14 COTTAGE ST CHELSEA MA,Average,14+COTTAGE+ST+CHELSEA+MA,"(42.391611, -71.031944)",42.3902495,-71.0316924,orange
2189,16 COTTAGE ST CHELSEA MA,Average,16+COTTAGE+ST+CHELSEA+MA,"(42.391577, -71.031836)",42.3901197,-71.0313674,orange
2190,18 COTTAGE ST CHELSEA MA,Average,18+COTTAGE+ST+CHELSEA+MA,"(42.39155, -71.031734)",42.3903529,-71.031646,orange
2191,22 COTTAGE ST CHELSEA MA,Average,22+COTTAGE+ST+CHELSEA+MA,"(42.3915106, -71.0316924)",42.4105049,-71.0330389,orange
2192,24 COTTAGE ST CHELSEA MA,Average,24+COTTAGE+ST+CHELSEA+MA,"(42.391449, -71.0314951)",42.4108227,-71.032946,orange
2193,30 COTTAGE ST CHELSEA MA,Average,30+COTTAGE+ST+CHELSEA+MA,"(42.3914321, -71.0314405)",42.4109128,-71.0330389,orange
2194,32 COTTAGE ST CHELSEA MA,Average,32+COTTAGE+ST+CHELSEA+MA,"(42.391436, -71.031324)",42.4108148,-71.0335496,orange
2195,34 COTTAGE ST CHELSEA MA,Average,34+COTTAGE+ST+CHELSEA+MA,"(42.3913795, -71.0312513)",42.41109549999999,-71.0334568,orange
2196,36 COTTAGE ST CHELSEA MA,Average,36+COTTAGE+ST+CHELSEA+MA,"(42.391296, -71.03108879999999)",42.4111452,-71.0335845,orange
2197,40 COTTAGE ST CHELSEA MA,Average,40+COTTAGE+ST+CHELSEA+MA,"(42.3912755, -71.0309147)",42.4112623,-71.0337818,orange
2198,46 COTTAGE ST CHELSEA MA,Average,46+COTTAGE+ST+CHELSEA+MA,"(42.3912404, -71.0307638)",42.412711,-71.03596399999999,orange
2199,48 COTTAGE ST CHELSEA MA,Average,48+COTTAGE+ST+CHELSEA+MA,"(42.3911976, -71.0307086)",42.4112465,-71.0343389,orange
2200,50 COTTAGE ST CHELSEA MA,Average,50+COTTAGE+ST+CHELSEA+MA,"(42.3911824, -71.0305948)",42.4115775,-71.0341068,orange
2201,54 COTTAGE ST CHELSEA MA,Average,54+COTTAGE+ST+CHELSEA+MA,"(42.3911848, -71.03043880000001)",42.4113365,-71.0344318,orange
2202,56 COTTAGE ST CHELSEA MA,Average,56+COTTAGE+ST+CHELSEA+MA,"(42.3911318, -71.0303459)",42.4126606,-71.0363292,orange
2203,58 COTTAGE ST CHELSEA MA,Average,58+COTTAGE+ST+CHELSEA+MA,"(42.391133, -71.030271)",42.41161719999999,-71.0343389,orange
2204,60 COTTAGE ST CHELSEA MA,Average,60+COTTAGE+ST+CHELSEA+MA,"(42.391055, -71.0301138)",42.39824550000001,-71.03886589999999,orange
2205,70 COTTAGE ST CHELSEA MA,Average,70+COTTAGE+ST+CHELSEA+MA,"(42.3909252, -71.0297887)",42.3990126,-71.0365212,orange
2206,74 COTTAGE ST CHELSEA MA,Average,74+COTTAGE+ST+CHELSEA+MA,"(42.3909013, -71.0296494)",42.399073,-71.036366,orange
2207,138 HIGHLAND ST CHELSEA MA,Average,138+HIGHLAND+ST+CHELSEA+MA,"(42.3908987, -71.02941729999999)",42.399111,-71.036301,orange
2208,140 HIGHLAND ST CHELSEA MA,Average,140+HIGHLAND+ST+CHELSEA+MA,"(42.391002, -71.0293709)",42.3880305,-71.0384564,orange
2209,92 COTTAGE ST CHELSEA MA,Average,92+COTTAGE+ST+CHELSEA+MA,"(42.3907156, -71.02873129999999)",42.3880305,-71.0384564,orange
2210,93 COTTAGE ST CHELSEA MA,Average,93+COTTAGE+ST+CHELSEA+MA,"(42.39042449999999, -71.02881370000001)",42.3880845,-71.03806449999999,orange
2211,91 COTTAGE ST CHELSEA MA,Average,91+COTTAGE+ST+CHELSEA+MA,"(42.3904629, -71.0289298)",42.3880845,-71.03806449999999,orange
2212,87 COTTAGE ST CHELSEA MA,Average,87+COTTAGE+ST+CHELSEA+MA,"(42.3904721, -71.0290923)",42.3880212,-71.0377144,orange
2213,83 COTTAGE ST CHELSEA MA,Average,83+COTTAGE+ST+CHELSEA+MA,"(42.3905039, -71.02927799999999)",42.3880212,-71.0377144,orange
2214,128 HIGHLAND ST CHELSEA MA,Average,128+HIGHLAND+ST+CHELSEA+MA,"(42.3904801, -71.0296351)",42.38746,-71.036013,orange
2215,79 COTTAGE ST CHELSEA MA,Average,79+COTTAGE+ST+CHELSEA+MA,"(42.3905752, -71.0295388)",42.38746,-71.036013,orange
2216,75 COTTAGE ST CHELSEA MA,Average,75+COTTAGE+ST+CHELSEA+MA,"(42.3905977, -71.02967679999999)",42.3873279,-71.03572600000001,orange
2217,73 COTTAGE ST CHELSEA MA,Average,73+COTTAGE+ST+CHELSEA+MA,"(42.3906231, -71.0298055)",42.3873279,-71.03572600000001,orange
2218,71 COTTAGE ST CHELSEA MA,Average,71+COTTAGE+ST+CHELSEA+MA,"(42.3906626, -71.0299464)",42.3871601,-71.035314,orange
2219,63 COTTAGE ST CHELSEA MA,Average,63+COTTAGE+ST+CHELSEA+MA,"(42.3907039, -71.03006839999999)",42.3870985,-71.0351167,orange
2220,61 COTTAGE ST CHELSEA MA,Average,61+COTTAGE+ST+CHELSEA+MA,"(42.3907662, -71.0301602)",42.386927,-71.033856,orange
2221,57-59 COTTAGE ST CHELSEA MA,Average,57-59+COTTAGE+ST+CHELSEA+MA,"(42.3907902, -71.03038149999999)",42.386927,-71.033856,orange
2222,55 COTTAGE ST CHELSEA MA,Average,55+COTTAGE+ST+CHELSEA+MA,"(42.3908881, -71.03043880000001)",42.385768,-71.032186,orange
2223,49 COTTAGE ST CHELSEA MA,Average,49+COTTAGE+ST+CHELSEA+MA,"(42.3909119, -71.0305781)",42.385768,-71.032186,orange
2224,45 COTTAGE ST CHELSEA MA,Average,45+COTTAGE+ST+CHELSEA+MA,"(42.3909516, -71.03081019999999)",42.385424,-71.030457,orange
2225,41-43 COTTAGE ST CHELSEA MA,Average,41-43+COTTAGE+ST+CHELSEA+MA,"(42.3909623, -71.0309916)",42.385424,-71.030457,orange
