,Unnamed: 0,Street Number,Street Name,Land Area in Acres,Total Appraised Parcel Value,Price,Gross Area,Living Area,Lat,Lon,Name,API_AD,coord
0,0,9,ADDISON ST,0.04132231,332900,360000.0,3479.0,1810.0,42.396952,-71.032195,9 ADDISON ST CHELSEA MA,9+ADDISON+ST+CHELSEA+MA,"['42.396952', ' -71.032195']"
1,1,11,ADDISON ST,0.07667585,308400,98000.0,3259.0,1904.0,42.3970916,-71.0322844,11 ADDISON ST CHELSEA MA,11+ADDISON+ST+CHELSEA+MA,"['42.3970916', ' -71.0322844']"
2,2,16,ADDISON ST,0.12167126,630300,686000.0,6584.0,4740.0,42.3969484,-71.0327178,16 ADDISON ST CHELSEA MA,16+ADDISON+ST+CHELSEA+MA,"['42.3969484', ' -71.0327178']"
3,3,17,ADDISON ST,0.08780992,321300,332500.0,2736.0,1640.0,42.3971671,-71.0324005,17 ADDISON ST CHELSEA MA,17+ADDISON+ST+CHELSEA+MA,"['42.3971671', ' -71.0324005']"
4,4,22,ADDISON ST,0.06469238,309100,307500.0,3304.0,1832.0,42.3970917,-71.0328573,22 ADDISON ST CHELSEA MA,22+ADDISON+ST+CHELSEA+MA,"['42.3970917', ' -71.0328573']"
5,5,23,ADDISON ST,0.03165748,186400,92000.0,1300.0,840.0,42.3973757,-71.0328067,23 ADDISON ST CHELSEA MA,23+ADDISON+ST+CHELSEA+MA,"['42.3973757', ' -71.0328067']"
6,6,27,ADDISON ST,0.03700643,273200,80000.0,3195.0,1698.0,42.3974916,-71.032888,27 ADDISON ST CHELSEA MA,27+ADDISON+ST+CHELSEA+MA,"['42.3974916', ' -71.032888']"
7,7,33,ADDISON ST,0.08507805,335500,302500.0,2400.0,1500.0,42.3976538,-71.03313179999999,33 ADDISON ST CHELSEA MA,33+ADDISON+ST+CHELSEA+MA,"['42.3976538', ' -71.03313179999999']"
8,8,38,ADDISON ST,0.0,307100,135000.0,1619.0,1619.0,42.3974722,-71.03347649999999,38 ADDISON ST CHELSEA MA,38+ADDISON+ST+CHELSEA+MA,"['42.3974722', ' -71.03347649999999']"
9,9,41,ADDISON ST,0.09182736,347700,185000.0,3632.0,1849.0,42.39775969999999,-71.0333175,41 ADDISON ST CHELSEA MA,41+ADDISON+ST+CHELSEA+MA,"['42.39775969999999', ' -71.0333175']"
10,10,45,ADDISON ST,0.08723600000000001,502700,176000.0,4620.0,2850.0,42.3978572,-71.0334984,45 ADDISON ST CHELSEA MA,45+ADDISON+ST+CHELSEA+MA,"['42.3978572', ' -71.0334984']"
11,11,46,ADDISON ST,0.07651515,329700,22500.0,5154.0,2474.0,42.397577,-71.0335496,46 ADDISON ST CHELSEA MA,46+ADDISON+ST+CHELSEA+MA,"['42.397577', ' -71.0335496']"
12,12,48,ADDISON ST,0.08140496,402200,290000.0,5130.0,2699.0,42.3976299,-71.0336425,48 ADDISON ST CHELSEA MA,48+ADDISON+ST+CHELSEA+MA,"['42.3976299', ' -71.0336425']"
13,13,50,ADDISON ST,0.05785124,302500,150000.0,3295.0,2006.0,42.3976796,-71.03377019999999,50 ADDISON ST CHELSEA MA,50+ADDISON+ST+CHELSEA+MA,"['42.3976796', ' -71.03377019999999']"
14,14,51,ADDISON ST,0.05732323,390600,410000.0,4422.0,2580.0,42.3979101,-71.0335912,51 ADDISON ST CHELSEA MA,51+ADDISON+ST+CHELSEA+MA,"['42.3979101', ' -71.0335912']"
15,15,54,ADDISON ST,0.09348026,543700,586000.0,6622.0,4324.0,42.39784179999999,-71.03401389999999,54 ADDISON ST CHELSEA MA,54+ADDISON+ST+CHELSEA+MA,"['42.39784179999999', ' -71.03401389999999']"
16,16,55,ADDISON ST,0.062764,293500,310000.0,4241.0,2028.0,42.3980161,-71.033777,55 ADDISON ST CHELSEA MA,55+ADDISON+ST+CHELSEA+MA,"['42.3980161', ' -71.033777']"
17,17,58,ADDISON ST,0.05181359,10100,271500.0,8022.0,5246.0,42.3979506,-71.0342313,58 ADDISON ST CHELSEA MA,58+ADDISON+ST+CHELSEA+MA,"['42.3979506', ' -71.0342313']"
18,18,58,ADDISON ST,0.05181359,10100,271500.0,,,42.3979506,-71.0342313,58 ADDISON ST CHELSEA MA,58+ADDISON+ST+CHELSEA+MA,"['42.3979506', ' -71.0342313']"
19,19,59,ADDISON ST,0.06932966,393300,420000.0,4508.0,2372.0,42.398122,-71.0339627,59 ADDISON ST CHELSEA MA,59+ADDISON+ST+CHELSEA+MA,"['42.398122', ' -71.0339627']"
20,20,69,ADDISON ST,0.0785124,509100,425000.0,5676.0,3834.0,42.3985156,-71.0343604,69 ADDISON ST CHELSEA MA,69+ADDISON+ST+CHELSEA+MA,"['42.3985156', ' -71.0343604']"
21,21,70,ADDISON ST,0.06887052,399500,415000.0,2577.0,1712.0,42.3983239,-71.03466399999999,70 ADDISON ST CHELSEA MA,70+ADDISON+ST+CHELSEA+MA,"['42.3983239', ' -71.03466399999999']"
22,22,72,ADDISON ST,0.04820937,292800,200000.0,3286.0,1990.0,42.3983656,-71.0347452,72 ADDISON ST CHELSEA MA,72+ADDISON+ST+CHELSEA+MA,"['42.3983656', ' -71.0347452']"
23,23,73,ADDISON ST,0.05165289,277000,248000.0,2532.0,1626.0,42.398608,-71.0345363,73 ADDISON ST CHELSEA MA,73+ADDISON+ST+CHELSEA+MA,"['42.398608', ' -71.0345363']"
24,24,74,ADDISON ST,0.04820937,435500,232000.0,3684.0,2006.0,42.3984292,-71.03479159999999,74 ADDISON ST CHELSEA MA,74+ADDISON+ST+CHELSEA+MA,"['42.3984292', ' -71.03479159999999']"
25,25,75,ADDISON ST,0.05165289,340100,202000.0,4676.0,2355.0,42.3986431,-71.0345928,75 ADDISON ST CHELSEA MA,75+ADDISON+ST+CHELSEA+MA,"['42.3986431', ' -71.0345928']"
26,26,76,ADDISON ST,0.04820937,286600,300000.0,3717.0,1762.0,42.3984968,-71.0348613,76 ADDISON ST CHELSEA MA,76+ADDISON+ST+CHELSEA+MA,"['42.3984968', ' -71.0348613']"
27,27,78,ADDISON ST,0.0,176800,152500.0,1043.0,1043.0,42.3985537,-71.0349774,78 ADDISON ST CHELSEA MA,78+ADDISON+ST+CHELSEA+MA,"['42.3985537', ' -71.0349774']"
28,28,78,ADDISON ST,0.0,194200,205000.0,1040.0,1040.0,42.3985537,-71.0349774,78 ADDISON ST CHELSEA MA,78+ADDISON+ST+CHELSEA+MA,"['42.3985537', ' -71.0349774']"
29,29,78,ADDISON ST,0.0,174100,142500.0,1015.0,1015.0,42.3985537,-71.0349774,78 ADDISON ST CHELSEA MA,78+ADDISON+ST+CHELSEA+MA,"['42.3985537', ' -71.0349774']"
30,30,80,ADDISON ST,0.04981635,386400,439500.0,3105.0,2022.0,42.3986625,-71.0350747,80 ADDISON ST CHELSEA MA,80+ADDISON+ST+CHELSEA+MA,"['42.3986625', ' -71.0350747']"
31,31,81,ADDISON ST,0.10330579,471300,450000.0,5315.0,3152.0,42.398867,-71.0348033,81 ADDISON ST CHELSEA MA,81+ADDISON+ST+CHELSEA+MA,"['42.398867', ' -71.0348033']"
32,32,83,ADDISON ST,0.10330579,556400,175000.0,5372.0,3957.0,42.3989672,-71.0349246,83 ADDISON ST CHELSEA MA,83+ADDISON+ST+CHELSEA+MA,"['42.3989672', ' -71.0349246']"
33,33,91,ADDISON ST,0.109045,400900,305000.0,4947.0,2774.0,42.3991788,-71.03516309999999,91 ADDISON ST CHELSEA MA,91+ADDISON+ST+CHELSEA+MA,"['42.3991788', ' -71.03516309999999']"
34,34,92,ADDISON ST,0.08034894,286000,190000.0,3208.0,1500.0,42.3989861,-71.0354997,92 ADDISON ST CHELSEA MA,92+ADDISON+ST+CHELSEA+MA,"['42.3989861', ' -71.0354997']"
35,35,96,ADDISON ST,0.0,248500,200000.0,1401.0,1335.0,42.3991541,-71.0356745,96 ADDISON ST CHELSEA MA,96+ADDISON+ST+CHELSEA+MA,"['42.3991541', ' -71.0356745']"
36,36,96,ADDISON ST,0.0,355600,339000.0,2802.0,1779.0,42.3991541,-71.0356745,96 ADDISON ST CHELSEA MA,96+ADDISON+ST+CHELSEA+MA,"['42.3991541', ' -71.0356745']"
37,37,96,ADDISON ST,0.0,287800,282000.0,1526.0,1430.0,42.3991541,-71.0356745,96 ADDISON ST CHELSEA MA,96+ADDISON+ST+CHELSEA+MA,"['42.3991541', ' -71.0356745']"
38,38,101,ADDISON ST,0.10330579,442300,146000.0,4188.0,3098.0,42.39951689999999,-71.0356346,101 ADDISON ST CHELSEA MA,101+ADDISON+ST+CHELSEA+MA,"['42.39951689999999', ' -71.0356346']"
39,39,108,ADDISON ST,0.15406336,386400,335000.0,5033.0,2284.0,42.3995086,-71.0361149,108 ADDISON ST CHELSEA MA,108+ADDISON+ST+CHELSEA+MA,"['42.3995086', ' -71.0361149']"
40,40,111,ADDISON ST,0.10330579,459600,229000.0,5184.0,2974.0,42.3997914,-71.0358711,111 ADDISON ST CHELSEA MA,111+ADDISON+ST+CHELSEA+MA,"['42.3997914', ' -71.0358711']"
41,41,123,ADDISON ST,0.10330579,395000,422500.0,3919.0,2076.0,42.4001066,-71.03619619999999,123 ADDISON ST CHELSEA MA,123+ADDISON+ST+CHELSEA+MA,"['42.4001066', ' -71.03619619999999']"
42,42,124,ADDISON ST,0.0,157500,50000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
43,43,124,ADDISON ST,0.0,139900,50000.0,674.0,674.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
44,44,124,ADDISON ST,0.0,139900,55000.0,674.0,674.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
45,45,124,ADDISON ST,0.0,157500,157500.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
46,46,124,ADDISON ST,0.0,157500,56500.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
47,47,124,ADDISON ST,0.0,157500,60000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
48,48,124,ADDISON ST,0.0,157500,164000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
49,49,124,ADDISON ST,0.0,157500,53000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
50,50,124,ADDISON ST,0.0,157500,66549.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
51,51,124,ADDISON ST,0.0,157500,175000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
52,52,124,ADDISON ST,0.0,157500,70000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
53,53,124,ADDISON ST,0.0,157500,130000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
54,54,124,ADDISON ST,0.0,157500,135000.0,815.0,815.0,42.399835,-71.0364515,124 ADDISON ST CHELSEA MA,124+ADDISON+ST+CHELSEA+MA,"['42.399835', ' -71.0364515']"
55,55,127,ADDISON ST,0.10330579,410600,335000.0,3489.0,2314.0,42.4002542,-71.03646309999999,127 ADDISON ST CHELSEA MA,127+ADDISON+ST+CHELSEA+MA,"['42.4002542', ' -71.03646309999999']"
56,56,136,ADDISON ST,0.10663453,405400,300000.0,4193.0,2626.0,42.4001065,-71.0368462,136 ADDISON ST CHELSEA MA,136+ADDISON+ST+CHELSEA+MA,"['42.4001065', ' -71.0368462']"
57,57,139,ADDISON ST,0.07575758,343600,77000.0,4363.0,2390.0,42.4005178,-71.03681139999999,139 ADDISON ST CHELSEA MA,139+ADDISON+ST+CHELSEA+MA,"['42.4005178', ' -71.03681139999999']"
58,58,140,ADDISON ST,0.03783287,271200,200000.0,2652.0,1698.0,42.4002601,-71.0369053,140 ADDISON ST CHELSEA MA,140+ADDISON+ST+CHELSEA+MA,"['42.4002601', ' -71.0369053']"
59,59,142,ADDISON ST,0.06375115,335300,335000.0,3270.0,1907.0,42.4002383,-71.0370203,142 ADDISON ST CHELSEA MA,142+ADDISON+ST+CHELSEA+MA,"['42.4002383', ' -71.0370203']"
60,60,143,ADDISON ST,0.06887052,469200,247000.0,5041.0,3425.0,42.4005966,-71.03689260000002,143 ADDISON ST CHELSEA MA,143+ADDISON+ST+CHELSEA+MA,"['42.4005966', ' -71.03689260000002']"
61,61,146,ADDISON ST,0.09857668,364100,270000.0,4158.0,2456.0,42.4003654,-71.0371132,146 ADDISON ST CHELSEA MA,146+ADDISON+ST+CHELSEA+MA,"['42.4003654', ' -71.0371132']"
62,62,147,ADDISON ST,0.08471074,584600,570000.0,5175.0,3594.0,42.4006866,-71.0369855,147 ADDISON ST CHELSEA MA,147+ADDISON+ST+CHELSEA+MA,"['42.4006866', ' -71.0369855']"
63,63,148,ADDISON ST,0.09758953,323100,330000.0,2550.0,1175.0,42.4004595,-71.0372292,148 ADDISON ST CHELSEA MA,148+ADDISON+ST+CHELSEA+MA,"['42.4004595', ' -71.0372292']"
64,64,149,ADDISON ST,0.065427,280700,294000.0,2934.0,1422.0,42.4007575,-71.0370203,149 ADDISON ST CHELSEA MA,149+ADDISON+ST+CHELSEA+MA,"['42.4007575', ' -71.0370203']"
65,65,19-21,ADDISON ST,0.07006428,611400,617000.0,7184.0,4348.0,42.3972377,-71.0325459,19-21 ADDISON ST CHELSEA MA,19-21+ADDISON+ST+CHELSEA+MA,"['42.3972377', ' -71.0325459']"
66,66,34-36,ADDISON ST,0.0,469500,148000.0,1159.0,1159.0,42.3972693,-71.0330527,34-36 ADDISON ST CHELSEA MA,34-36+ADDISON+ST+CHELSEA+MA,"['42.3972693', ' -71.0330527']"
67,67,7,ADMIRALS WY,0.0,454700,135000.0,2057.0,2057.0,42.3898172,-71.04606679999999,7 ADMIRALS WY CHELSEA MA,7+ADMIRALS+WY+CHELSEA+MA,"['42.3898172', ' -71.04606679999999']"
69,69,13,ADMIRALS WY,0.0,516700,520000.0,2057.0,2057.0,42.3896943,-71.0461739,13 ADMIRALS WY CHELSEA MA,13+ADMIRALS+WY+CHELSEA+MA,"['42.3896943', ' -71.0461739']"
71,71,16,ADMIRALS WY,0.0,473600,450000.0,2057.0,2057.0,42.3896033,-71.04654339999999,16 ADMIRALS WY CHELSEA MA,16+ADMIRALS+WY+CHELSEA+MA,"['42.3896033', ' -71.04654339999999']"
72,72,17,ADMIRALS WY,0.0,434200,176000.0,2057.0,2057.0,42.3896106,-71.0462263,17 ADMIRALS WY CHELSEA MA,17+ADMIRALS+WY+CHELSEA+MA,"['42.3896106', ' -71.0462263']"
73,73,18,ADMIRALS WY,0.0,451200,396000.0,2057.0,2057.0,42.3895801,-71.04664280000001,18 ADMIRALS WY CHELSEA MA,18+ADMIRALS+WY+CHELSEA+MA,"['42.3895801', ' -71.04664280000001']"
74,74,19,ADMIRALS WY,0.0,434200,478000.0,2057.0,2057.0,42.3895449,-71.04627590000001,19 ADMIRALS WY CHELSEA MA,19+ADMIRALS+WY+CHELSEA+MA,"['42.3895449', ' -71.04627590000001']"
75,75,20,ADMIRALS WY,0.0,451200,255000.0,2057.0,2057.0,42.3895029,-71.04659749999999,20 ADMIRALS WY CHELSEA MA,20+ADMIRALS+WY+CHELSEA+MA,"['42.3895029', ' -71.04659749999999']"
76,76,21,ADMIRALS WY,0.0,434200,116500.0,2057.0,2057.0,42.3902999,-71.0457103,21 ADMIRALS WY CHELSEA MA,21+ADMIRALS+WY+CHELSEA+MA,"['42.3902999', ' -71.0457103']"
77,77,22,ADMIRALS WY,0.0,473600,175000.0,2057.0,2057.0,42.3904434,-71.0460267,22 ADMIRALS WY CHELSEA MA,22+ADMIRALS+WY+CHELSEA+MA,"['42.3904434', ' -71.0460267']"
78,78,23,ADMIRALS WY,0.0,481000,499500.0,2057.0,2057.0,42.3894715,-71.0463317,23 ADMIRALS WY CHELSEA MA,23+ADMIRALS+WY+CHELSEA+MA,"['42.3894715', ' -71.0463317']"
79,79,25,ADMIRALS WY,0.0,434200,480000.0,2057.0,2057.0,42.3894516,-71.04633919999999,25 ADMIRALS WY CHELSEA MA,25+ADMIRALS+WY+CHELSEA+MA,"['42.3894516', ' -71.04633919999999']"
80,80,26,ADMIRALS WY,0.0,451200,435000.0,2057.0,2057.0,42.3893014,-71.0467257,26 ADMIRALS WY CHELSEA MA,26+ADMIRALS+WY+CHELSEA+MA,"['42.3893014', ' -71.0467257']"
81,81,28,ADMIRALS WY,0.0,451200,388000.0,2057.0,2057.0,42.389298,-71.046777,28 ADMIRALS WY CHELSEA MA,28+ADMIRALS+WY+CHELSEA+MA,"['42.389298', ' -71.046777']"
82,82,29,ADMIRALS WY,0.0,433600,407000.0,2053.0,2053.0,42.38918839999999,-71.0465282,29 ADMIRALS WY CHELSEA MA,29+ADMIRALS+WY+CHELSEA+MA,"['42.38918839999999', ' -71.0465282']"
84,84,35,ADMIRALS WY,0.0,433600,334000.0,2053.0,2053.0,42.3890594,-71.04661229999999,35 ADMIRALS WY CHELSEA MA,35+ADMIRALS+WY+CHELSEA+MA,"['42.3890594', ' -71.04661229999999']"
85,85,36,ADMIRALS WY,0.0,448000,326000.0,2057.0,2057.0,42.3890331,-71.04694549999999,36 ADMIRALS WY CHELSEA MA,36+ADMIRALS+WY+CHELSEA+MA,"['42.3890331', ' -71.04694549999999']"
86,86,39,ADMIRALS WY,0.0,454100,512500.0,2053.0,2053.0,42.3889744,-71.0466045,39 ADMIRALS WY CHELSEA MA,39+ADMIRALS+WY+CHELSEA+MA,"['42.3889744', ' -71.0466045']"
87,87,40,ADMIRALS WY,0.0,473600,319000.0,2057.0,2057.0,42.389007,-71.04701,40 ADMIRALS WY CHELSEA MA,40+ADMIRALS+WY+CHELSEA+MA,"['42.389007', ' -71.04701']"
88,88,6,ALBION PL,0.05314509,183500,170000.0,1206.0,449.0,42.396137,-71.0332449,6 ALBION PL CHELSEA MA,6+ALBION+PL+CHELSEA+MA,"['42.396137', ' -71.0332449']"
89,89,7,ALBION PL,0.01912305,158700,90000.0,1172.0,449.0,42.396206,-71.033163,7 ALBION PL CHELSEA MA,7+ALBION+PL+CHELSEA+MA,"['42.396206', ' -71.033163']"
90,90,8,ALBION PL,0.01912305,180400,161000.0,1192.0,756.0,42.3962379,-71.033123,8 ALBION PL CHELSEA MA,8+ALBION+PL+CHELSEA+MA,"['42.3962379', ' -71.033123']"
91,91,12,ANNESE RD,0.07977502,450300,490000.0,2572.0,2500.0,42.4095064,-71.03067089999999,12 ANNESE RD CHELSEA MA,12+ANNESE+RD+CHELSEA+MA,"['42.4095064', ' -71.03067089999999']"
92,92,25,ANNESE RD,0.09825528,310600,315000.0,3566.0,1152.0,42.4100652,-71.0309031,25 ANNESE RD CHELSEA MA,25+ANNESE+RD+CHELSEA+MA,"['42.4100652', ' -71.0309031']"
93,93,43,ANNESE RD,0.19100092,448300,600000.0,2896.0,1754.0,42.4104281,-71.0315067,43 ANNESE RD CHELSEA MA,43+ANNESE+RD+CHELSEA+MA,"['42.4104281', ' -71.0315067']"
94,94,46,ANNESE RD,0.07291093,7100,162000.0,1904.0,952.0,42.4099835,-71.0315754,46 ANNESE RD CHELSEA MA,46+ANNESE+RD+CHELSEA+MA,"['42.4099835', ' -71.0315754']"
95,95,46,ANNESE RD,0.07291093,7100,162000.0,,,42.4099835,-71.0315754,46 ANNESE RD CHELSEA MA,46+ANNESE+RD+CHELSEA+MA,"['42.4099835', ' -71.0315754']"
96,96,48,ARLINGTON ST,0.03030303,13400,915000.0,14084.0,9807.0,42.3919608,-71.0415795,48 ARLINGTON ST CHELSEA MA,48+ARLINGTON+ST+CHELSEA+MA,"['42.3919608', ' -71.0415795']"
97,97,48,ARLINGTON ST,0.03030303,13400,915000.0,,,42.3919608,-71.0415795,48 ARLINGTON ST CHELSEA MA,48+ARLINGTON+ST+CHELSEA+MA,"['42.3919608', ' -71.0415795']"
98,98,253,ARLINGTON ST,0.06694215,334400,190000.0,2384.0,1568.0,42.395821,-71.034088,253 ARLINGTON ST CHELSEA MA,253+ARLINGTON+ST+CHELSEA+MA,"['42.395821', ' -71.034088']"
99,99,131,ASH ST,0.03443526,352600,170000.0,4016.0,2976.0,42.3932395,-71.0379489,131 ASH ST CHELSEA MA,131+ASH+ST+CHELSEA+MA,"['42.3932395', ' -71.0379489']"
100,100,10,BASSETT ST,0.06198347,416400,154500.0,6749.0,3354.0,42.403089,-71.0382391,10 BASSETT ST CHELSEA MA,10+BASSETT+ST+CHELSEA+MA,"['42.403089', ' -71.0382391']"
101,101,12,BASSETT ST,0.06313131,367700,140000.0,5417.0,2781.0,42.4032139,-71.0382687,12 BASSETT ST CHELSEA MA,12+BASSETT+ST+CHELSEA+MA,"['42.4032139', ' -71.0382687']"
102,102,359,BEACHAM ST,1.55663453,734000,550000.0,1250.0,1250.0,42.39412799999999,-71.048749,359 BEACHAM ST CHELSEA MA,359+BEACHAM+ST+CHELSEA+MA,"['42.39412799999999', ' -71.048749']"
103,103,359,BEACHAM ST,1.55663453,734000,550000.0,,,42.39412799999999,-71.048749,359 BEACHAM ST CHELSEA MA,359+BEACHAM+ST+CHELSEA+MA,"['42.39412799999999', ' -71.048749']"
104,104,390,BEACHAM ST,0.34437557,109300,740000.0,12424.0,12324.0,42.3944218,-71.04708389999999,390 BEACHAM ST CHELSEA MA,390+BEACHAM+ST+CHELSEA+MA,"['42.3944218', ' -71.04708389999999']"
105,105,390,BEACHAM ST,0.34437557,109300,740000.0,,,42.3944218,-71.04708389999999,390 BEACHAM ST CHELSEA MA,390+BEACHAM+ST+CHELSEA+MA,"['42.3944218', ' -71.04708389999999']"
106,106,1,BEACON PL,0.02428834,201000,240000.0,1347.0,782.0,42.3894242,-71.0431534,1 BEACON PL CHELSEA MA,1+BEACON+PL+CHELSEA+MA,"['42.3894242', ' -71.0431534']"
107,107,13,BEACON PL,0.031221299999999997,197900,142000.0,2712.0,1362.0,42.3893502,-71.04334639999999,13 BEACON PL CHELSEA MA,13+BEACON+PL+CHELSEA+MA,"['42.3893502', ' -71.04334639999999']"
108,108,25,BEACON PL,0.07589532,251200,316000.0,3264.0,1843.0,42.3891329,-71.0438106,25 BEACON PL CHELSEA MA,25+BEACON+PL+CHELSEA+MA,"['42.3891329', ' -71.0438106']"
109,109,5,BEACON ST,0.01733242,354700,430000.0,2277.0,1518.0,42.3875888,-71.04042129999999,5 BEACON ST CHELSEA MA,5+BEACON+ST+CHELSEA+MA,"['42.3875888', ' -71.04042129999999']"
110,110,10,BEACON ST,0.0,327400,255000.0,1064.0,1064.0,42.3874351,-71.0407927,10 BEACON ST CHELSEA MA,10+BEACON+ST+CHELSEA+MA,"['42.3874351', ' -71.0407927']"
111,111,10,BEACON ST,0.0,344800,381500.0,1109.0,1109.0,42.3874351,-71.0407927,10 BEACON ST CHELSEA MA,10+BEACON+ST+CHELSEA+MA,"['42.3874351', ' -71.0407927']"
112,112,10,BEACON ST,0.0,420400,240476.0,1208.0,1208.0,42.3874351,-71.0407927,10 BEACON ST CHELSEA MA,10+BEACON+ST+CHELSEA+MA,"['42.3874351', ' -71.0407927']"
113,113,10,BEACON ST,0.0,226600,215000.0,563.0,563.0,42.3874351,-71.0407927,10 BEACON ST CHELSEA MA,10+BEACON+ST+CHELSEA+MA,"['42.3874351', ' -71.0407927']"
114,114,10,BEACON ST,0.0,219800,193000.0,522.0,522.0,42.3874351,-71.0407927,10 BEACON ST CHELSEA MA,10+BEACON+ST+CHELSEA+MA,"['42.3874351', ' -71.0407927']"
115,115,13,BEACON ST,0.026170799999999998,345500,290000.0,2220.0,1600.0,42.3878284,-71.0409117,13 BEACON ST CHELSEA MA,13+BEACON+ST+CHELSEA+MA,"['42.3878284', ' -71.0409117']"
116,116,16,BEACON ST,0.0,214500,115000.0,599.0,599.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
117,117,16,BEACON ST,0.0,296900,256000.0,1094.0,1094.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
118,118,16,BEACON ST,0.0,280100,115000.0,980.0,980.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
119,119,16,BEACON ST,0.0,229200,201000.0,684.0,684.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
120,120,16,BEACON ST,0.0,281100,115000.0,986.0,986.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
121,121,16,BEACON ST,0.0,236100,204000.0,684.0,684.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
122,122,16,BEACON ST,0.0,287500,315000.0,1024.0,1024.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
123,123,16,BEACON ST,0.0,280600,273000.0,670.0,670.0,42.3875945,-71.0410929,16 BEACON ST CHELSEA MA,16+BEACON+ST+CHELSEA+MA,"['42.3875945', ' -71.0410929']"
124,124,17,BEACON ST,0.026170799999999998,361500,207000.0,2380.0,1600.0,42.3878638,-71.0410169,17 BEACON ST CHELSEA MA,17+BEACON+ST+CHELSEA+MA,"['42.3878638', ' -71.0410169']"
125,125,18,BEACON ST,0.0,266600,70000.0,895.0,895.0,42.387641,-71.0412142,18 BEACON ST CHELSEA MA,18+BEACON+ST+CHELSEA+MA,"['42.387641', ' -71.0412142']"
126,126,19,BEACON ST,0.026170799999999998,358100,383000.0,2140.0,1600.0,42.3878795,-71.04107309999999,19 BEACON ST CHELSEA MA,19+BEACON+ST+CHELSEA+MA,"['42.3878795', ' -71.04107309999999']"
127,127,20,BEACON ST,0.0,195000,190000.0,453.0,453.0,42.3876444,-71.0412343,20 BEACON ST CHELSEA MA,20+BEACON+ST+CHELSEA+MA,"['42.3876444', ' -71.0412343']"
128,128,20,BEACON ST,0.0,196200,197000.0,463.0,463.0,42.3876444,-71.0412343,20 BEACON ST CHELSEA MA,20+BEACON+ST+CHELSEA+MA,"['42.3876444', ' -71.0412343']"
129,129,20,BEACON ST,0.0,218400,65000.0,569.0,569.0,42.3876444,-71.0412343,20 BEACON ST CHELSEA MA,20+BEACON+ST+CHELSEA+MA,"['42.3876444', ' -71.0412343']"
130,130,22,BEACON ST,0.0,270100,162500.0,911.0,911.0,42.3877653,-71.0413035,22 BEACON ST CHELSEA MA,22+BEACON+ST+CHELSEA+MA,"['42.3877653', ' -71.0413035']"
